id,direction,chosenAlt,hhid,pnum,pid,personType,age,cdapActivity,schoolAtHome,schoolMaz,eligible,ArriveInterval,returnInterval,homeSchDist,schHomeDist,ad1Arr,ad1Ret,ad2Dep,ad2Ret,escortType,bundle,childid,chaufid,chaufPnum,chaufPid,chaufPersonType,chaufDArrive,chaufReturn,randNum
2200,1,1,950,3,2523,7,11,1,1,22321,1,20,49,50,50,0,0,31,68,0,0,0,0,0,0,0,0,0,365288890
2201,1,1,950,4,2524,7,8,1,1,23410,1,22,50,321,321,0,0,31,68,0,0,0,0,0,0,0,0,0,365288890
2202,0,0,950,1,2521,1,38,1,-1,-1,0,31,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,0,0,950,2,2522,1,35,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,2,1,950,3,2523,7,11,1,1,22321,1,20,49,50,50,0,0,31,68,0,0,0,0,0,0,0,0,0,46303731
2205,2,1,950,4,2524,7,8,1,1,23410,1,22,50,321,321,0,0,31,68,0,0,0,0,0,0,0,0,0,46303731
2206,0,0,952,1,2526,1,32,1,-1,-1,0,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,0,0,952,2,2527,1,31,1,-1,-1,0,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,1,1,952,3,2528,7,9,1,1,26628,1,32,63,2621,2621,15,57,25,42,0,0,0,0,0,0,0,0,0,9091708
2209,1,1,952,4,2529,7,6,1,1,22321,1,20,49,50,50,15,57,25,42,0,0,0,0,0,0,0,0,0,9091708
2210,0,0,952,1,2526,1,32,1,-1,-1,0,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,0,0,952,2,2527,1,31,1,-1,-1,0,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,2,1,952,3,2528,7,9,1,1,26628,1,32,63,2621,2621,15,57,25,42,0,0,0,0,0,0,0,0,0,145119972
2213,2,1,952,4,2529,7,6,1,1,22321,1,20,49,50,50,15,57,25,42,0,0,0,0,0,0,0,0,0,145119972
2214,0,0,953,1,2530,1,29,1,-1,-1,0,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,0,0,953,2,2531,1,25,1,-1,-1,0,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,1,30,953,3,2532,8,3,1,1,22551,1,17,57,97,97,38,56,21,50,1,1,1,2,2,2531,1,21,50,609082837
2217,1,30,953,4,2533,8,0,1,2,22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609082837
2218,0,0,953,1,2530,1,29,1,-1,-1,0,38,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,0,0,953,2,2531,1,25,1,-1,-1,0,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,2,1,953,3,2532,8,3,1,1,22551,1,17,57,97,97,21,50,38,56,0,0,0,0,0,0,0,0,0,53572359
2221,2,1,953,4,2533,8,0,1,2,22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53572359
2222,0,0,963,1,2545,1,36,1,-1,-1,0,47,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,0,0,963,2,2546,1,30,1,-1,-1,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,1,1,963,3,2547,7,14,1,1,26628,1,15,45,2172,2172,15,51,47,62,0,0,0,0,0,0,0,0,0,420213027
2225,1,1,963,4,2548,7,11,1,1,21813,1,20,49,181,181,15,51,47,62,0,0,0,0,0,0,0,0,0,420213027
2226,0,0,963,1,2545,1,36,1,-1,-1,0,47,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,0,0,963,2,2546,1,30,1,-1,-1,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,2,1,963,3,2547,7,14,1,1,26628,1,15,45,2172,2172,15,51,47,62,0,0,0,0,0,0,0,0,0,511037457
2229,2,1,963,4,2548,7,11,1,1,21813,1,20,49,181,181,15,51,47,62,0,0,0,0,0,0,0,0,0,511037457
2230,0,0,965,1,2553,2,35,1,-1,-1,0,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,0,0,965,2,2554,1,35,1,-1,-1,0,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,1,50,965,3,2555,7,12,1,1,21811,1,20,48,419,419,20,59,15,53,1,1,1,1,1,2553,2,20,59,952111845
2233,1,50,965,4,2556,7,8,1,1,21813,1,24,51,181,181,20,59,15,53,1,1,2,1,1,2553,2,20,59,952111845
2234,0,0,965,1,2553,2,35,1,-1,-1,0,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,0,0,965,2,2554,1,35,1,-1,-1,0,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,2,8,965,3,2555,7,12,1,1,21811,1,20,48,419,419,20,59,15,53,0,0,0,0,0,0,0,0,0,883188363
2237,2,8,965,4,2556,7,8,1,1,21813,1,24,51,181,181,20,59,15,53,1,1,2,2,2,2554,1,15,53,883188363
2238,0,0,966,1,2557,2,48,1,-1,-1,0,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,0,0,966,2,2558,1,48,1,-1,-1,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,1,28,966,3,2559,6,18,3,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646838175
2241,1,28,966,4,2560,6,17,1,1,22046,1,18,49,1061,1061,18,49,23,59,1,1,1,1,1,2557,2,18,49,646838175
2242,0,0,966,1,2557,2,48,1,-1,-1,0,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,0,0,966,2,2558,1,48,1,-1,-1,0,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,2,28,966,3,2559,6,18,3,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950228182
2245,2,28,966,4,2560,6,17,1,1,22046,1,18,49,1061,1061,18,49,23,59,1,1,1,1,1,2557,2,18,49,950228182
2246,0,0,967,1,2561,1,34,1,-1,-1,0,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,1,1,967,2,2562,7,12,2,1,25072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313389845
2248,1,1,967,3,2563,7,8,1,1,21813,1,23,45,181,181,27,62,42,59,0,0,0,0,0,0,0,0,0,313389845
2249,0,0,967,4,2564,1,20,1,-1,-1,0,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,0,0,967,1,2561,1,34,1,-1,-1,0,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,2,1,967,2,2562,7,12,2,1,25072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325425705
2252,2,1,967,3,2563,7,8,1,1,21813,1,23,45,181,181,27,62,42,59,0,0,0,0,0,0,0,0,0,325425705
2253,0,0,967,4,2564,1,20,1,-1,-1,0,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,0,0,968,1,2565,1,52,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,0,0,968,2,2566,4,48,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,0,0,968,3,2567,1,22,1,-1,22124,0,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,1,1,968,4,2568,6,16,1,1,25067,1,17,49,954,954,0,0,20,55,0,0,0,0,0,0,0,0,0,486037727
2258,0,0,968,1,2565,1,52,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,0,0,968,2,2566,4,48,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,0,0,968,3,2567,1,22,1,-1,22124,0,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2,1,968,4,2568,6,16,1,1,25067,1,17,49,954,954,0,0,20,55,0,0,0,0,0,0,0,0,0,561152502
2262,0,0,969,1,2569,2,51,1,-1,-1,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,0,0,969,2,2570,1,48,1,-1,-1,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,1,50,969,3,2571,7,15,1,1,22046,1,17,46,1061,1061,20,39,25,65,1,1,1,1,2,2570,1,20,39,789394675
2265,1,50,969,4,2572,7,12,1,1,25067,1,19,48,954,954,20,39,25,65,1,1,2,1,2,2570,1,20,39,789394675
2266,0,0,969,1,2569,2,51,1,-1,-1,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,0,0,969,2,2570,1,48,1,-1,-1,0,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,2,1,969,3,2571,7,15,1,1,22046,1,17,46,1061,1061,20,39,25,65,0,0,0,0,0,0,0,0,0,457485427
2269,2,1,969,4,2572,7,12,1,1,25067,1,19,48,954,954,20,39,25,65,0,0,0,0,0,0,0,0,0,457485427
2270,0,0,986,1,2599,1,33,1,-1,-1,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,0,0,986,2,2600,2,32,1,-1,-1,0,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,6,986,3,2601,7,11,1,1,21811,1,20,51,419,419,27,68,14,45,0,0,0,0,0,0,0,0,0,178161722
2273,1,6,986,4,2602,8,4,1,1,22771,1,23,50,66,66,27,68,14,45,1,1,2,1,2,2600,2,27,68,178161722
2274,0,0,986,1,2599,1,33,1,-1,-1,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,0,0,986,2,2600,2,32,1,-1,-1,0,27,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,2,1,986,3,2601,7,11,1,1,21811,1,20,51,419,419,27,68,14,45,0,0,0,0,0,0,0,0,0,134524631
2277,2,1,986,4,2602,8,4,1,1,22771,1,23,50,66,66,27,68,14,45,0,0,0,0,0,0,0,0,0,134524631
2278,0,0,990,1,2607,1,46,1,-1,-1,0,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,0,0,990,2,2608,1,47,1,-1,-1,0,17,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,1,28,990,3,2609,6,17,3,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892293388
2281,1,28,990,4,2610,7,10,1,1,21813,1,23,51,181,181,20,53,17,57,1,1,1,1,1,2607,1,20,53,892293388
2282,0,0,990,1,2607,1,46,1,-1,-1,0,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,0,0,990,2,2608,1,47,1,-1,-1,0,48,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,2,1,990,3,2609,6,17,3,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55173020
2285,2,1,990,4,2610,7,10,1,1,21813,1,23,51,181,181,20,53,48,57,0,0,0,0,0,0,0,0,0,55173020
2286,0,0,991,1,2611,1,41,1,-1,-1,0,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,0,0,991,2,2612,1,33,1,-1,-1,0,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,1,29,991,3,2613,8,4,1,1,25073,1,16,58,527,527,21,58,19,55,2,1,1,1,2,2612,1,21,58,99223842
2289,1,29,991,4,2614,8,1,2,2,22871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99223842
2290,0,0,991,1,2611,1,41,1,-1,-1,0,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,0,0,991,2,2612,1,33,1,-1,-1,0,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,2,28,991,3,2613,8,4,1,1,25073,1,16,58,527,527,21,58,19,55,1,1,1,1,2,2612,1,21,58,538927010
2293,2,28,991,4,2614,8,1,2,2,22871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538927010
2294,0,0,993,1,2616,1,46,1,-1,-1,0,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,0,0,993,2,2617,2,42,1,-1,-1,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,1,50,993,3,2618,7,10,1,1,21813,1,24,50,263,263,21,45,21,59,1,1,2,1,2,2617,2,21,45,604578012
2297,1,50,993,4,2619,7,8,1,1,21813,1,23,71,263,263,21,45,21,59,1,1,1,1,2,2617,2,21,45,604578012
2298,0,0,993,1,2616,1,46,1,-1,-1,0,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,0,0,993,2,2617,2,42,1,-1,-1,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,2,28,993,3,2618,7,10,1,1,21813,1,24,50,263,263,21,45,21,59,1,1,1,1,2,2617,2,21,45,703583438
2301,2,28,993,4,2619,7,8,1,1,21813,1,23,71,263,263,21,45,21,59,0,0,0,0,0,0,0,0,0,703583438
2302,0,0,1000,1,2632,1,47,1,-1,-1,0,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,0,0,1000,2,2633,1,47,1,-1,-1,0,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,1,54,1000,3,2634,6,17,1,1,22046,1,22,49,548,548,22,56,19,58,1,1,3,1,2,2633,1,22,56,765524257
2305,1,54,1000,4,2635,7,15,1,1,22335,1,18,47,683,683,22,56,19,58,1,1,1,1,2,2633,1,22,56,765524257
2306,1,54,1000,5,2636,7,14,1,1,21811,1,20,48,430,430,22,56,19,58,1,1,2,1,2,2633,1,22,56,765524257
2307,0,0,1000,1,2632,1,47,1,-1,-1,0,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,0,0,1000,2,2633,1,47,1,-1,-1,0,22,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,2,1,1000,3,2634,6,17,1,1,22046,1,22,49,548,548,22,56,19,58,0,0,0,0,0,0,0,0,0,375009866
2310,2,1,1000,4,2635,7,15,1,1,22335,1,18,47,683,683,22,56,19,58,0,0,0,0,0,0,0,0,0,375009866
2311,2,1,1000,5,2636,7,14,1,1,21811,1,20,48,430,430,22,56,19,58,0,0,0,0,0,0,0,0,0,375009866
2312,0,0,1001,1,2637,1,41,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2313,0,0,1001,2,2638,2,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,1,30,1001,3,2639,7,12,1,1,21813,1,20,53,263,263,0,0,21,74,0,0,0,0,0,0,0,0,0,514532016
2315,1,30,1001,4,2640,7,10,1,1,23100,1,18,47,181,181,0,0,21,74,1,1,1,2,5,2641,2,21,74,514532016
2316,0,0,1001,5,2641,2,65,1,-1,-1,0,21,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,0,0,1001,1,2637,1,41,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,0,0,1001,2,2638,2,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2319,2,1,1001,3,2639,7,12,1,1,21813,1,20,53,263,263,0,0,51,74,0,0,0,0,0,0,0,0,0,241802210
2320,2,1,1001,4,2640,7,10,1,1,23100,1,18,47,181,181,0,0,51,74,0,0,0,0,0,0,0,0,0,241802210
2321,0,0,1001,5,2641,2,65,1,-1,-1,0,51,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,0,0,1002,1,2642,1,28,1,-1,-1,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,0,0,1002,2,2643,4,26,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,1,1,1002,3,2644,7,7,1,1,21813,1,23,51,263,263,19,62,0,0,0,0,0,0,0,0,0,0,0,56738385
2325,1,1,1002,4,2645,8,5,1,1,22266,1,23,35,29,29,19,62,0,0,0,0,0,0,0,0,0,0,0,56738385
2326,1,1,1002,5,2646,8,3,1,1,22821,1,20,57,188,188,19,62,0,0,0,0,0,0,0,0,0,0,0,56738385
2327,0,0,1002,1,2642,1,28,1,-1,-1,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,0,0,1002,2,2643,4,26,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2329,2,1,1002,3,2644,7,7,1,1,21813,1,23,51,263,263,19,62,0,0,0,0,0,0,0,0,0,0,0,267019917
2330,2,1,1002,4,2645,8,5,1,1,22266,1,23,35,29,29,19,62,0,0,0,0,0,0,0,0,0,0,0,267019917
2331,2,1,1002,5,2646,8,3,1,1,22821,1,20,57,188,188,19,62,0,0,0,0,0,0,0,0,0,0,0,267019917
2332,0,0,1003,1,2647,1,36,1,-1,-1,0,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,0,0,1003,2,2648,4,33,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,1,11,1003,3,2649,7,13,1,1,23100,1,17,47,181,181,0,0,17,64,0,0,0,0,0,0,0,0,0,422625777
2335,1,11,1003,4,2650,7,11,1,1,23587,1,19,47,317,317,0,0,17,64,2,1,2,1,2,2648,4,0,0,422625777
2336,1,11,1003,5,2651,7,7,1,1,22353,1,21,50,648,648,0,0,17,64,2,1,3,1,2,2648,4,0,0,422625777
2337,0,0,1003,1,2647,1,36,1,-1,-1,0,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,0,0,1003,2,2648,4,33,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,2,1,1003,3,2649,7,13,1,1,23100,1,17,47,181,181,0,0,17,64,0,0,0,0,0,0,0,0,0,62386725
2340,2,1,1003,4,2650,7,11,1,1,23587,1,19,47,317,317,0,0,17,64,0,0,0,0,0,0,0,0,0,62386725
2341,2,1,1003,5,2651,7,7,1,1,22353,1,21,50,648,648,0,0,17,64,0,0,0,0,0,0,0,0,0,62386725
2342,0,0,1005,1,2657,1,45,1,-1,-1,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,0,0,1005,2,2658,2,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,1,29,1005,3,2659,7,15,1,1,24076,1,18,47,386,386,0,0,18,54,2,1,1,1,2,2658,2,0,0,356113693
2345,1,29,1005,4,2660,7,9,1,1,21813,1,21,49,263,263,0,0,18,54,0,0,0,0,0,0,0,0,0,356113693
2346,1,29,1005,5,2661,6,16,1,1,22046,1,18,47,548,548,0,0,18,54,0,0,0,0,0,0,0,0,0,356113693
2347,1,29,1005,6,2662,6,16,1,2,22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356113693
2348,1,29,1005,7,2663,7,15,1,2,22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356113693
2349,0,0,1005,1,2657,1,45,1,-1,-1,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,0,0,1005,2,2658,2,38,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2,29,1005,3,2659,7,15,1,1,24076,1,18,47,386,386,0,0,18,54,2,1,1,1,2,2658,2,0,0,668093350
2352,2,29,1005,4,2660,7,9,1,1,21813,1,21,49,263,263,0,0,18,54,0,0,0,0,0,0,0,0,0,668093350
2353,2,29,1005,5,2661,6,16,1,1,22046,1,18,47,548,548,0,0,18,54,0,0,0,0,0,0,0,0,0,668093350
2354,2,29,1005,6,2662,6,16,1,2,22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668093350
2355,2,29,1005,7,2663,7,15,1,2,22301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668093350
2356,0,0,1007,1,2667,2,43,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,0,0,1007,2,2668,1,39,1,-1,-1,0,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,1,1,1007,3,2669,7,15,2,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251141215
2359,1,1,1007,4,2670,7,11,1,1,23410,1,19,47,307,307,17,55,0,0,0,0,0,0,0,0,0,0,0,251141215
2360,1,1,1007,5,2671,7,8,1,1,21813,1,23,53,263,263,17,55,0,0,0,0,0,0,0,0,0,0,0,251141215
2361,1,1,1007,6,2672,8,4,2,2,22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251141215
2362,1,1,1007,7,2673,8,1,3,2,22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251141215
2363,0,0,1007,1,2667,2,43,2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,0,0,1007,2,2668,1,39,1,-1,-1,0,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,2,1,1007,3,2669,7,15,2,1,21811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145416442
2366,2,1,1007,4,2670,7,11,1,1,23410,1,19,47,307,307,17,55,0,0,0,0,0,0,0,0,0,0,0,145416442
2367,2,1,1007,5,2671,7,8,1,1,21813,1,23,53,263,263,17,55,0,0,0,0,0,0,0,0,0,0,0,145416442
2368,2,1,1007,6,2672,8,4,2,2,22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145416442
2369,2,1,1007,7,2673,8,1,3,2,22362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145416442
2370,0,0,1012,1,2680,1,50,1,-1,-1,0,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,0,0,1012,2,2681,1,50,1,-1,-1,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,0,0,1012,3,2682,2,19,1,-1,22119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2373,1,31,1012,4,2683,6,17,1,1,21811,1,16,49,278,278,28,55,24,52,2,1,1,2,1,2680,1,24,52,956852506
2374,0,0,1012,1,2680,1,50,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,0,0,1012,2,2681,1,50,1,-1,-1,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,0,0,1012,3,2682,2,19,1,-1,22119,0,66,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,2,1,1012,4,2683,6,17,1,1,21811,1,16,49,278,278,66,76,28,55,0,0,0,0,0,0,0,0,0,802559791
2378,0,0,1019,1,2696,1,22,1,-1,-1,0,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2379,0,0,1019,2,2697,1,31,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2380,1,1,1019,3,2698,6,18,1,1,21811,1,21,48,278,278,20,56,0,0,0,0,0,0,0,0,0,0,0,313468334
2381,0,0,1019,1,2696,1,22,1,-1,-1,0,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,0,0,1019,2,2697,1,31,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,2,1,1019,3,2698,6,18,1,1,21811,1,21,48,278,278,20,56,0,0,0,0,0,0,0,0,0,0,0,839061745
2384,0,0,1026,1,2711,2,46,1,-1,-1,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,1,1,1026,2,2712,7,13,1,1,22046,1,22,53,639,639,5,43,0,0,0,0,0,0,0,0,0,0,0,636848356
2386,1,1,1026,3,2713,7,11,1,1,20737,1,21,48,1323,1323,5,43,0,0,0,0,0,0,0,0,0,0,0,636848356
2387,0,0,1026,1,2711,2,46,1,-1,-1,0,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,2,1,1026,2,2712,7,13,1,1,22046,1,22,53,639,639,5,43,0,0,0,0,0,0,0,0,0,0,0,513538443
2389,2,1,1026,3,2713,7,11,1,1,20737,1,21,48,1323,1323,5,43,0,0,0,0,0,0,0,0,0,0,0,513538443
2390,0,0,1027,1,2714,4,43,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,0,0,1027,2,2715,2,42,1,-1,-1,0,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,1,50,1027,3,2716,7,15,1,1,21811,1,22,49,439,439,20,51,0,0,1,1,2,1,2,2715,2,20,51,862097025
2393,1,50,1027,4,2717,7,11,1,1,21811,1,18,54,439,439,20,51,0,0,1,1,1,1,2,2715,2,20,51,862097025
2394,1,50,1027,5,2718,7,7,1,1,21813,1,23,54,315,315,20,51,0,0,0,0,0,0,0,0,0,0,0,862097025
2395,0,0,1027,1,2714,4,43,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,0,0,1027,2,2715,2,42,1,-1,-1,0,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2397,2,10,1027,3,2716,7,15,1,1,21811,1,22,49,439,439,20,51,0,0,0,0,0,0,0,0,0,0,0,904444793
2398,2,10,1027,4,2717,7,11,1,1,21811,1,18,54,439,439,20,51,0,0,1,1,3,1,2,2715,2,20,51,904444793
2399,2,10,1027,5,2718,7,7,1,1,21813,1,23,54,315,315,20,51,0,0,1,1,2,1,2,2715,2,20,51,904444793
2400,0,0,1029,1,2722,1,34,1,-1,-1,0,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,0,0,1029,2,2723,1,40,1,-1,-1,0,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,1,1,1029,3,2724,7,6,1,1,21811,1,21,49,381,381,19,58,19,65,0,0,0,0,0,0,0,0,0,342514276
2403,0,0,1029,1,2722,1,34,1,-1,-1,0,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2404,0,0,1029,2,2723,1,40,1,-1,-1,0,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,2,1,1029,3,2724,7,6,1,1,21811,1,21,49,381,381,19,58,19,65,0,0,0,0,0,0,0,0,0,782486541
2406,0,0,1034,1,2734,4,60,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,0,0,1034,2,2735,1,46,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,1,1,1034,3,2736,7,11,1,1,21811,1,19,47,381,381,0,0,0,0,0,0,0,0,0,0,0,0,0,323649563
2409,0,0,1034,1,2734,4,60,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,0,0,1034,2,2735,1,46,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
