hhid,pnum,pumsSerialNo,persType,persTypeDetailed,age,gender,industry,schlGrade,educLevel,workPlaceType,workPlaceTaz,workPlaceMaz,schoolType,schoolTaz,schoolMaz,dailyActivityPattern,specEvtParticipant,jointTour1Role,jointTour2role,obPeChauffBund1,obPeChauffBund2,obPeChauffBund3,obRsChauffBund,obPePassBund,obRsPassBund,ibPeChauffBund1,ibPeChauffBund2,ibPeChauffBund3,ibRsChauffBund,ibPePassBund,ibRsPassBund,studentDorm,studentRent,activityString
924,1,2.011001389056E12,5,15,78,1,0,0,14,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-62-0-6-6-6-6-6-5-0]"
924,2,2.011001389056E12,5,15,76,2,0,0,9,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-0-6-6-6-6-6-5-0]"
925,1,2.00800141312E12,1,1,42,1,92,0,12,2,67,25061,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-72-73-0]"
925,2,2.00800141312E12,1,1,30,1,54,0,9,2,59,24558,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-8-0]"
926,1,2.010000654336E12,1,1,40,1,23,0,9,2,2,23862,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
926,2,2.010000654336E12,6,17,17,2,0,5,6,0,0,0,1,37,24209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-8-0]"
927,1,2.011001389056E12,5,15,85,1,0,0,14,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
927,2,2.011001389056E12,5,15,72,2,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
928,1,2.007000940544E12,4,13,60,1,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
928,2,2.007000940544E12,1,1,58,2,61,0,16,2,393,22506,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-61-73-42-0]"
929,1,2.00700133376E12,1,1,47,1,55,0,9,2,14,23758,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-8-1-72-1-9-1-0]"
929,2,2.00700133376E12,7,19,8,1,0,3,2,0,0,0,1,115,22738,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-8-0]"
930,1,2.009000050688E12,4,13,50,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-61-61-42-0]"
930,2,2.009000050688E12,1,1,52,1,44,0,9,2,193,22267,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-0]"
931,1,2.00700002304E12,5,15,75,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
931,2,2.00700002304E12,5,15,74,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-9-8-0]"
932,1,2.011000602624E12,4,13,62,1,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0]"
932,2,2.011000602624E12,5,15,80,2,0,0,13,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
933,1,2.0080001024E12,4,13,59,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-61-61-61-0]"
935,1,2.01000026112E12,1,1,50,2,33,0,12,2,103,23068,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0-15-15-1-0]"
935,2,2.01000026112E12,7,19,13,1,0,4,4,0,0,0,1,195,22321,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
936,1,2.010000785408E12,1,1,51,2,56,0,12,2,6,23799,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-72-1-0]"
936,2,2.010000785408E12,4,13,57,1,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
937,1,2.008000495616E12,1,1,55,1,61,0,14,2,199,22271,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-15-1-15-0]"
937,2,2.008000495616E12,1,1,55,2,62,0,11,2,193,22267,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-0-9-0]"
937,3,2.008000495616E12,3,12,21,1,81,6,10,2,196,21984,2,199,22119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-61-61-9-8-0]"
938,1,2.009000968192E12,1,1,61,1,62,0,9,2,134,23155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
938,2,2.009000968192E12,1,1,47,2,33,0,10,2,463,463,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-0]"
938,3,2.009000968192E12,2,4,26,1,44,0,9,2,444,444,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
940,1,2.010000785408E12,1,1,61,1,44,0,9,2,149,21884,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-0]"
940,2,2.010000785408E12,1,1,57,2,44,0,9,2,145,22138,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-73-0-8-0]"
940,3,2.010000785408E12,1,1,30,1,32,0,9,2,444,444,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
941,1,2.01100034048E12,1,1,34,1,33,0,9,2,166,24552,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-8-0]"
941,2,2.01100034048E12,1,1,32,2,48,0,10,2,187,23715,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-62-0]"
941,3,2.01100034048E12,7,19,11,1,0,4,2,0,0,0,1,195,22321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
941,4,2.01100034048E12,7,19,9,1,0,3,2,0,0,0,1,336,26628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
944,1,2.010000130048E12,1,1,51,1,92,0,9,2,1,23767,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
944,2,2.010000130048E12,2,4,49,2,62,0,9,2,466,466,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-62-8-0]"
944,3,2.010000130048E12,1,1,22,1,23,0,9,2,21,23858,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-0]"
945,1,2.008000888832E12,1,1,57,1,56,0,9,2,186,23441,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-5-0-1-72-1-0]"
945,2,2.008000888832E12,4,13,56,2,0,0,9,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-5-5-0-62-0-9-0]"
946,1,2.00900018176E12,5,15,67,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0]"
947,1,2.00900018176E12,5,15,69,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
948,1,2.0080001024E12,5,15,72,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
949,1,2.00800075776E12,4,13,48,1,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-72-0-9-73-8-0]"
950,1,2.009001230336E12,1,1,38,1,92,0,13,2,101,22333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
950,2,2.009001230336E12,1,1,35,2,62,0,12,2,389,22300,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-42-62-72-61-61-73-9-0]"
950,3,2.009001230336E12,7,19,11,2,0,4,2,0,0,0,1,195,22321,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
950,4,2.009001230336E12,7,19,8,1,0,3,2,0,0,0,1,23,23410,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-9-9-8-0]"
952,1,2.011001520128E12,1,1,32,2,62,0,12,2,134,23283,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-1-0-1-0-411-0-5-6-5-6-6-6-0]"
952,2,2.011001520128E12,1,1,31,1,61,0,10,2,53,24076,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-9-5-7-0]"
952,3,2.011001520128E12,7,19,9,2,0,3,2,0,0,0,1,336,26628,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-0-5-6-5-6-6-6-0]"
952,4,2.011001520128E12,7,20,6,2,0,2,2,0,0,0,1,195,22321,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-5-7-0]"
953,1,2.007000940544E12,1,1,29,1,56,0,10,2,184,23323,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-62-0]"
953,2,2.007000940544E12,1,1,25,2,61,0,13,2,444,444,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0-5-0]"
953,3,2.007000940544E12,8,21,3,1,0,0,1,0,0,0,1,105,22104,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
953,4,2.007000940544E12,8,21,0,2,0,0,0,0,0,0,2,143,22675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
954,1,2.007000285184E12,5,15,83,1,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
956,1,2.0070006784E12,5,15,73,1,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0-8-0]"
960,1,2.007001071616E12,5,15,79,2,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-73-0]"
961,1,2.008000233472E12,2,4,52,2,61,0,9,2,384,23059,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-9-62-0]"
961,2,2.008000233472E12,1,1,51,1,23,0,11,2,21,23875,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
962,1,2.008000626688E12,1,1,50,2,23,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-72-8-0]"
962,2,2.008000626688E12,1,1,49,1,44,0,9,2,18,22250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-15-0]"
963,1,2.00800075776E12,1,1,36,1,32,0,10,1,146,22284,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
963,2,2.00800075776E12,1,1,30,2,32,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-1-0-42-42-9-8-0]"
963,3,2.00800075776E12,7,19,14,2,0,4,4,0,0,0,1,285,21027,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
963,4,2.00800075776E12,7,19,11,1,0,4,3,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
964,1,2.008000888832E12,1,1,35,2,61,0,13,1,146,22284,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
964,2,2.008000888832E12,1,1,38,1,32,0,11,2,166,24821,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
964,3,2.008000888832E12,7,20,5,1,0,2,2,0,0,0,1,155,21813,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0]"
964,4,2.008000888832E12,8,21,4,2,0,0,1,0,0,0,2,146,22284,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
965,1,2.008001282048E12,2,4,35,2,62,0,12,2,389,22300,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,"[0-411-0-412-1-0-1-0]"
965,2,2.008001282048E12,1,1,35,1,61,0,14,2,199,22118,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-1-412-9-9-8-62-0]"
965,3,2.008001282048E12,7,19,12,2,0,4,4,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-73-0-8-0]"
965,4,2.008001282048E12,7,19,8,2,0,3,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,"[0-3-9-9-8-62-0]"
966,1,2.009000050688E12,2,4,48,2,61,0,12,2,199,22119,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-412-0]"
966,2,2.009000050688E12,1,1,48,1,48,0,6,2,42,24589,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
966,3,2.009000050688E12,6,17,18,1,0,5,7,0,0,0,1,154,21811,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
966,4,2.009000050688E12,6,17,17,2,0,5,5,0,0,0,1,123,22046,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-3-0-5-0]"
967,1,2.009000312832E12,1,1,34,2,62,0,9,2,134,23283,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-8-6-5-5-5-0]"
967,2,2.009000312832E12,7,19,12,2,0,4,3,0,0,0,1,44,25072,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
967,3,2.009000312832E12,7,19,8,2,0,3,2,0,0,0,1,155,21813,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-8-6-5-5-5-0]"
967,4,2.009000312832E12,1,1,20,1,56,0,7,2,221,20376,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
968,1,2.009000574976E12,1,1,52,1,33,0,11,2,34,24151,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
968,2,2.009000574976E12,4,13,48,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
968,3,2.009000574976E12,1,3,22,2,71,6,12,2,385,23268,2,199,22124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-72-1-62-0]"
968,4,2.009000574976E12,6,18,16,2,0,5,6,0,0,0,1,87,25067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
969,1,2.009000706048E12,2,4,51,1,61,0,13,2,466,466,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-1-0]"
969,2,2.009000706048E12,1,1,48,2,42,0,13,2,366,25811,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-1-0]"
969,3,2.009000706048E12,7,19,15,2,0,5,5,0,0,0,1,123,22046,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
969,4,2.009000706048E12,7,19,12,1,0,4,3,0,0,0,1,87,25067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-3-0]"
970,1,2.01000091648E12,1,1,30,1,56,0,9,2,186,23464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-9-62-0]"
970,2,2.01000091648E12,1,1,29,2,92,0,13,2,36,24195,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-1-5-0]"
973,1,2.011000471552E12,5,15,85,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0]"
978,1,2.010000523264E12,1,1,25,1,44,0,9,2,18,22250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-0-15-15-0]"
978,2,2.010000523264E12,1,1,27,2,54,0,13,2,444,444,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-0-5-5-5-5-5-0]"
978,3,2.010000523264E12,8,21,3,1,0,0,1,0,0,0,1,18,22270,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
978,4,2.010000523264E12,8,21,1,2,0,0,0,0,0,0,2,146,22758,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-5-5-0]"
981,1,2.010001047552E12,5,15,77,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-9-0]"
983,1,2.010000654336E12,5,15,75,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-62-0]"
984,1,2.009001230336E12,1,1,32,1,52,0,13,2,61,24818,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-0-15-15-15-0-9-0]"
984,2,2.009001230336E12,1,1,30,2,61,0,14,2,37,24163,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
984,3,2.009001230336E12,8,21,3,2,0,1,1,0,0,0,1,120,22094,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
984,4,2.009001230336E12,8,21,2,1,0,0,0,0,0,0,2,146,22820,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
985,1,2.00700133376E12,5,15,71,2,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-5-5-61-61-61-73-0]"
986,1,2.008000495616E12,1,1,33,1,42,0,9,2,52,25439,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-1-61-1-0]"
986,2,2.008000495616E12,2,4,32,2,44,0,9,2,145,22113,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-72-1-0]"
986,3,2.008000495616E12,7,19,11,2,0,4,3,0,0,0,1,44,25235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-73-0]"
986,4,2.008000495616E12,8,21,4,2,0,0,1,0,0,0,1,148,22266,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
987,1,2.010000785408E12,2,4,70,2,42,0,9,2,198,22609,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-5-5-5-5-5-5-0]"
987,2,2.010000785408E12,2,4,73,1,61,0,14,1,146,22844,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-5-5-5-5-5-5-0]"
990,1,2.011001389056E12,1,1,46,2,61,0,14,2,154,21809,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-9-1-72-1-15-73-0]"
990,2,2.011001389056E12,1,1,47,1,61,0,14,2,109,23587,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-0]"
990,3,2.011001389056E12,6,17,17,1,0,5,7,0,0,0,1,154,21811,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
990,4,2.011001389056E12,7,19,10,1,0,4,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
991,1,2.008001150976E12,1,1,41,1,61,0,14,2,156,21748,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-42-42-0]"
991,2,2.008001150976E12,1,1,33,2,61,0,14,2,155,22106,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-411-0-1-5-1-412-9-0]"
991,3,2.008001150976E12,8,21,4,2,0,1,2,0,0,0,1,122,21864,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[0-3-9-0]"
991,4,2.008001150976E12,8,21,1,2,0,0,0,0,0,0,2,146,22871,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
992,1,2.008001019904E12,5,15,66,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-61-61-0]"
993,1,2.007000809472E12,1,1,46,1,62,0,13,2,140,22594,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
993,2,2.007000809472E12,2,4,42,2,62,0,14,2,140,22668,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-412-1-412-0-5-9-5-5-5-6-0]"
993,3,2.007000809472E12,7,19,10,2,0,3,2,0,0,0,1,155,21813,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-412-3-0-5-9-5-5-5-6-0]"
993,4,2.007000809472E12,7,19,8,2,0,3,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0-73-0]"
994,1,2.007999971328E12,1,1,36,1,61,0,14,2,199,22260,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
996,1,2.010000785408E12,1,1,51,1,42,0,9,2,103,22559,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-62-0]"
996,2,2.010000785408E12,2,4,22,1,45,0,12,2,18,22283,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
996,3,2.010000785408E12,2,6,19,2,54,6,11,2,381,22008,2,64,25485,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
998,1,2.011000078336E12,1,1,43,1,92,0,12,2,28,23632,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
998,2,2.011000078336E12,2,4,43,2,62,0,11,2,191,22783,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
998,3,2.011000078336E12,1,3,21,2,72,6,11,2,202,22186,2,64,25485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-15-15-73-0]"
998,4,2.011000078336E12,5,15,68,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
999,1,2.009000443904E12,1,1,57,1,32,0,11,2,43,24547,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-8-0]"
1000,1,2.007001202688E12,1,1,47,1,51,0,13,2,186,23464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-62-9-0]"
1000,2,2.007001202688E12,1,1,47,2,44,0,13,2,18,22250,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-412-412-1-0-5-0]"
1000,3,2.007001202688E12,6,16,17,2,44,5,7,2,57,24609,1,123,22046,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-412-3-0]"
1000,4,2.007001202688E12,7,19,15,2,0,5,6,0,0,0,1,393,22335,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
1000,5,2.007001202688E12,7,19,14,1,0,4,4,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-3-0]"
1001,1,2.008001019904E12,1,1,41,1,92,0,13,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-62-0-1-0-9-8-9-0]"
1001,2,2.008001019904E12,2,4,38,2,81,0,13,2,18,22250,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-5-42-72-0]"
1001,3,2.008001019904E12,7,19,12,2,0,4,3,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1001,4,2.008001019904E12,7,19,10,1,0,3,2,0,0,0,1,384,23100,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
1001,5,2.008001019904E12,2,4,65,2,44,0,9,2,141,22329,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-9-1-0-1-0]"
1002,1,2.008001150976E12,1,1,28,1,23,0,4,2,451,451,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-0]"
1002,2,2.008001150976E12,4,13,26,2,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1002,3,2.008001150976E12,7,19,7,2,0,2,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-73-0]"
1002,4,2.008001150976E12,8,22,5,1,0,0,1,0,0,0,1,199,22121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1002,5,2.008001150976E12,8,21,3,1,0,0,1,0,0,0,1,146,22284,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1003,1,2.009999998976E12,1,1,36,1,42,0,9,2,287,20934,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-9-1-62-0-9-5-9-9-9-0-8-0]"
1003,2,2.009999998976E12,4,13,33,2,0,0,10,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-5-5-8-0]"
1003,3,2.009999998976E12,7,19,13,2,0,4,4,0,0,0,1,123,22046,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
