hhid,pnum,pumsSerialNo,persType,persTypeDetailed,age,gender,industry,schlGrade,educLevel,workPlaceType,workPlaceTaz,workPlaceMaz,schoolType,schoolTaz,schoolMaz,dailyActivityPattern,specEvtParticipant,jointTour1Role,jointTour2role,obPeChauffBund1,obPeChauffBund2,obPeChauffBund3,obRsChauffBund,obPePassBund,obRsPassBund,ibPeChauffBund1,ibPeChauffBund2,ibPeChauffBund3,ibRsChauffBund,ibPePassBund,ibRsPassBund,studentDorm,studentRent,activityString
548,1,2.008000364544E12,1,1,36,2,32,0,4,2,60,24521,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-72-1-412-9-9-8-0-42-0]"
548,2,2.008000364544E12,7,19,14,1,0,5,4,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-3-9-9-8-0]"
548,3,2.008000364544E12,1,1,23,1,72,0,9,2,59,24621,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-1-73-0]"
548,4,2.008000364544E12,1,1,47,1,32,0,6,2,446,446,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0]"
549,1,2.00700002304E12,1,1,48,1,22,0,9,2,54,24145,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-15-15-1-15-15-1-15-0]"
549,2,2.00700002304E12,2,4,45,2,44,0,9,2,106,22352,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0]"
549,3,2.00700002304E12,6,16,18,2,72,5,9,2,200,22234,1,393,22335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-3-1-9-42-9-73-0-5-0]"
549,4,2.00700002304E12,7,19,14,1,0,5,4,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-9-0-8-72-0]"
550,1,2.009000968192E12,1,1,33,2,45,0,9,2,67,24954,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-15-9-1-62-0]"
550,2,2.009000968192E12,1,1,35,1,32,0,9,2,106,22352,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
550,3,2.009000968192E12,7,20,6,2,0,2,2,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
551,1,2.008000626688E12,1,1,28,1,23,0,11,2,388,21612,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-73-61-0]"
551,2,2.008000626688E12,1,1,30,2,62,0,9,2,101,22333,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0-1-5-0]"
551,3,2.008000626688E12,8,21,3,2,0,0,1,0,0,0,1,64,25485,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
552,1,2.008001150976E12,1,1,28,2,23,0,9,2,96,23509,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-5-1-0]"
552,2,2.008001150976E12,1,1,43,1,42,0,13,2,444,444,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-9-0-412-1-0-8-0]"
552,3,2.008001150976E12,8,21,3,1,0,0,1,0,0,0,1,393,22589,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
553,1,2.008001150976E12,1,1,54,2,92,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-73-0]"
553,2,2.008001150976E12,7,19,12,1,0,4,4,0,0,0,1,278,20762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
553,3,2.008001150976E12,2,4,35,1,72,0,9,2,66,25060,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
554,1,2.008001282048E12,1,1,44,1,23,0,9,2,380,21878,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-15-61-9-0]"
554,2,2.008001282048E12,2,4,43,2,61,0,9,2,87,25091,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
554,3,2.008001282048E12,6,17,18,1,0,5,7,0,0,0,1,393,22335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
556,1,2.01100034048E12,5,15,75,2,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0]"
556,2,2.01100034048E12,5,15,76,1,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
557,1,2.011001389056E12,4,13,50,2,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
557,2,2.011001389056E12,5,15,70,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-62-61-61-0]"
558,1,2.011001257984E12,1,1,54,1,23,0,9,2,44,25321,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
558,2,2.011001257984E12,1,1,57,2,49,0,9,2,446,446,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-0]"
558,3,2.011001257984E12,1,1,22,1,32,0,9,2,98,23368,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-8-1-0]"
558,4,2.011001257984E12,2,4,21,2,81,0,9,2,18,22270,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
559,1,2.008001019904E12,4,13,61,2,0,0,10,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-0-8-7-5-5-5-5-0]"
559,2,2.008001019904E12,5,15,67,1,0,0,11,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-7-5-5-5-5-0]"
560,1,2.011000864768E12,5,15,84,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
560,2,2.011000864768E12,4,13,50,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-5-0]"
562,1,2.011000864768E12,5,15,85,1,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
562,2,2.011000864768E12,5,15,74,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
564,1,2.009001099264E12,1,1,28,1,62,0,13,2,46,24941,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
564,2,2.009001099264E12,2,4,26,2,62,0,9,2,86,24701,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-15-15-0-9-0]"
564,3,2.009001099264E12,8,21,0,2,0,0,0,0,0,0,2,106,22877,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
568,1,2.008000626688E12,1,1,36,1,33,0,10,1,107,22917,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-73-9-61-8-0]"
568,2,2.008000626688E12,1,1,44,2,51,0,12,2,468,468,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
568,3,2.008000626688E12,7,19,15,2,0,5,5,0,0,0,1,393,22335,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
568,4,2.008000626688E12,7,19,13,2,0,4,4,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
569,1,2.008000888832E12,2,4,42,2,61,0,13,1,107,22917,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
569,2,2.008000888832E12,1,1,40,1,48,0,11,2,442,442,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
569,3,2.008000888832E12,8,22,5,1,0,1,1,0,0,0,1,107,22917,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
569,4,2.008000888832E12,7,19,13,2,0,4,4,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-0]"
570,1,2.008001150976E12,1,1,39,2,62,0,9,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-0-9-73-0]"
570,2,2.008001150976E12,1,1,42,1,31,0,9,2,103,22334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
570,3,2.008001150976E12,6,16,16,1,22,5,5,2,90,25100,1,393,22335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-3-0]"
570,4,2.008001150976E12,7,19,11,2,0,4,3,0,0,0,1,44,25142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-3-0]"
571,1,2.00800075776E12,4,13,49,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-9-0]"
572,1,2.00800141312E12,1,3,26,1,61,7,13,2,87,25062,2,64,25559,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-1-0-2-0]"
573,1,2.011000078336E12,1,1,52,1,61,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-412-412-0-61-0]"
573,2,2.011000078336E12,1,1,42,2,54,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0-61-73-0]"
573,3,2.011000078336E12,7,19,13,1,0,4,4,0,0,0,1,106,22353,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,"[0-3-412-0-72-0]"
573,4,2.011000078336E12,7,19,10,1,0,3,2,0,0,0,1,106,22701,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-3-0]"
575,1,2.01000091648E12,1,1,61,1,44,0,11,2,18,22270,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
576,1,2.01000091648E12,1,1,56,2,62,0,12,2,99,23452,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
577,1,2.007000940544E12,1,1,35,1,56,0,13,2,171,24618,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
577,2,2.007000940544E12,1,1,34,2,45,0,13,2,204,23685,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-72-1-8-1-73-0]"
577,3,2.007000940544E12,8,21,2,1,0,0,0,0,0,0,2,107,23192,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
577,4,2.007000940544E12,8,21,0,2,0,0,0,0,0,0,2,107,23192,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
578,1,2.00700133376E12,1,1,42,1,81,0,11,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-73-9-8-0]"
578,2,2.00700133376E12,1,1,41,2,62,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-61-0-1-0]"
578,3,2.00700133376E12,2,4,22,1,44,0,9,2,16,23354,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-15-15-0]"
578,4,2.00700133376E12,1,2,19,1,62,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-1-0]"
581,1,2.007000416256E12,4,13,50,2,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
583,1,2.01000026112E12,1,1,54,2,62,0,10,2,83,24105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0-73-0-42-0]"
583,2,2.01000026112E12,1,1,53,1,42,0,9,2,116,22461,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0]"
584,1,2.010001309696E12,5,15,74,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-62-0]"
584,2,2.010001309696E12,5,15,76,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
585,1,2.007001071616E12,5,15,65,2,0,0,13,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-42-0-6-5-6-6-5-7-0]"
585,2,2.007001071616E12,5,15,67,1,0,0,15,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-42-8-0-6-5-6-6-5-7-0]"
586,1,2.007001202688E12,4,13,62,1,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
586,2,2.007001202688E12,4,13,58,2,0,0,13,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0]"
589,1,2.011000864768E12,5,15,75,2,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-61-61-0]"
589,2,2.011000864768E12,5,15,77,1,0,0,11,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
591,1,2.008001150976E12,5,15,72,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-9-0]"
592,1,2.011001257984E12,1,3,26,2,72,6,9,2,184,23323,2,199,22119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
592,2,2.011001257984E12,7,19,11,1,0,4,3,0,0,0,1,23,23410,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
592,3,2.011001257984E12,7,20,6,1,0,3,2,0,0,0,1,56,24451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
592,4,2.011001257984E12,7,20,5,1,0,2,2,0,0,0,1,44,25142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
593,1,2.011001257984E12,1,3,44,1,92,6,11,2,1,23767,2,53,24076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
593,2,2.011001257984E12,4,13,40,2,0,0,11,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
593,3,2.011001257984E12,3,9,19,2,0,6,11,0,0,0,2,199,22119,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
593,4,2.011001257984E12,6,18,16,1,0,0,4,0,0,0,1,53,24076,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
595,1,2.009000706048E12,1,1,49,1,33,0,11,2,100,22759,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-15-15-15-15-15-15-61-9-0-62-0]"
595,2,2.009000706048E12,4,13,37,2,0,0,9,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-0-411-5-5-61-61-0]"
595,3,2.009000706048E12,7,19,9,2,0,3,2,0,0,0,1,336,26619,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-3-0-9-0]"
595,4,2.009000706048E12,7,19,13,2,0,4,4,0,0,0,1,78,24009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-5-5-61-61-0]"
597,1,2.010000654336E12,1,1,51,2,62,0,14,2,134,23155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-61-42-42-0-62-5-73-9-0]"
597,2,2.010000654336E12,2,5,17,1,81,0,7,2,144,22988,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-15-15-15-0]"
597,3,2.010000654336E12,7,19,12,1,0,4,3,0,0,0,1,79,24419,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-8-9-0]"
597,4,2.010000654336E12,7,19,9,2,0,3,2,0,0,0,1,94,23540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
598,1,2.009000968192E12,4,13,54,1,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-61-0]"
599,1,2.007000809472E12,4,13,42,2,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
599,2,2.007000809472E12,3,9,25,1,0,6,9,0,0,0,2,199,22121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0-62-0-9-0]"
599,3,2.007000809472E12,4,13,23,1,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
599,4,2.007000809472E12,1,1,45,1,62,0,12,2,134,23159,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0]"
600,1,2.011000733696E12,1,1,39,1,23,0,11,2,187,23715,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-8-0]"
600,2,2.011000733696E12,1,1,36,2,62,0,11,2,473,473,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
600,3,2.011000733696E12,7,19,9,1,0,3,2,0,0,0,1,384,23100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
600,4,2.011000733696E12,7,19,7,2,0,3,2,0,0,0,1,56,24451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-3-0]"
602,1,2.010000130048E12,1,1,23,2,62,0,9,2,77,23920,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0]"
602,2,2.010000130048E12,8,22,6,2,0,0,1,0,0,0,1,23,23410,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"[0-3-0]"
602,3,2.010000130048E12,8,21,0,1,0,0,0,0,0,0,2,111,23393,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
602,4,2.010000130048E12,4,13,24,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-71-0-5-411-0]"
603,1,2.009000443904E12,1,1,48,1,61,0,14,1,112,22518,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-9-62-9-0]"
603,2,2.009000443904E12,1,1,49,2,61,0,13,2,123,22101,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
603,3,2.009000443904E12,3,12,24,2,81,6,13,2,116,22752,2,64,25485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-2-0-5-0-61-0]"
603,4,2.009000443904E12,1,1,21,1,62,0,11,2,142,22369,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-0]"
603,5,2.009000443904E12,7,19,15,2,0,5,4,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
604,1,2.007000154112E12,2,4,67,2,61,0,13,2,53,24020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-62-0-9-0]"
606,1,2.010000654336E12,1,1,51,2,62,0,14,2,134,23155,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-412-1-61-1-0]"
606,2,2.010000654336E12,2,5,17,1,81,0,7,2,66,25124,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-42-0]"
606,3,2.010000654336E12,7,19,12,1,0,4,3,0,0,0,1,78,24009,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-3-8-0]"
606,4,2.010000654336E12,7,19,9,2,0,3,2,0,0,0,1,285,21019,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0-9-0]"
607,1,2.009001230336E12,1,1,44,1,72,0,9,2,186,23464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-15-61-1-0]"
607,2,2.009001230336E12,4,13,42,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
607,3,2.009001230336E12,1,1,21,1,32,0,9,2,130,23262,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
607,4,2.009001230336E12,6,18,16,2,0,5,6,0,0,0,1,53,24076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
608,1,2.00800075776E12,2,4,25,2,62,0,9,2,389,22300,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
609,1,2.008000495616E12,1,3,44,2,54,6,11,2,6,23765,2,64,25485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-73-61-8-9-0]"
609,2,2.008000495616E12,1,1,55,1,23,0,9,2,187,23590,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-61-0-62-0]"
610,1,2.011000471552E12,5,15,78,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-72-0]"
611,1,2.007000547328E12,1,1,50,2,81,0,9,2,67,25061,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
611,2,2.007000547328E12,1,1,53,1,81,0,9,2,481,481,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-1-0-9-0]"
614,1,2.007000809472E12,5,15,69,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-61-0-9-0]"
615,1,2.009000574976E12,1,1,42,2,62,0,12,2,134,23208,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-1-15-1-61-0-9-0]"
615,2,2.009000574976E12,7,19,15,1,0,5,5,0,0,0,1,53,24076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
615,3,2.009000574976E12,7,19,11,2,0,4,3,0,0,0,2,113,22992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
616,1,2.01000026112E12,2,4,65,1,44,0,9,2,99,23363,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
616,2,2.01000026112E12,1,1,63,2,62,0,12,2,177,23153,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-72-0]"
617,1,2.008000364544E12,1,1,58,2,33,0,9,2,103,22755,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
617,2,2.008000364544E12,1,1,46,1,56,0,9,2,66,25124,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-73-0]"
618,1,2.009000968192E12,1,1,34,1,23,0,4,1,114,22837,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-0-412-412-62-9-1-0-1-0]"
618,2,2.009000968192E12,4,13,34,2,0,0,4,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-0-411-8-9-0]"
618,3,2.009000968192E12,6,17,17,1,0,5,7,0,0,0,1,393,22335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-9-0-62-0-8-0]"
618,4,2.009000968192E12,7,19,15,1,0,5,4,0,0,0,1,393,22335,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-0-3-0]"
618,5,2.009000968192E12,7,19,14,2,0,4,4,0,0,0,1,285,21051,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-3-0]"
618,6,2.009000968192E12,7,19,12,2,0,4,3,0,0,0,1,123,22046,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"[0-3-0]"
618,7,2.009000968192E12,7,19,10,1,0,3,2,0,0,0,1,154,21811,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-5-5-5-0-3-0]"
618,8,2.009000968192E12,8,21,2,2,0,0,0,0,0,0,2,114,22837,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
619,1,2.010001440768E12,1,1,52,2,32,0,9,2,166,24684,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-8-0]"
619,2,2.010001440768E12,1,1,49,1,33,0,12,2,467,467,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
620,1,2.010000392192E12,4,13,53,1,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-42-42-42-42-8-9-0]"
621,1,2.008001150976E12,1,1,46,1,33,0,4,2,103,23052,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-411-5-62-42-9-0]"
621,2,2.008001150976E12,4,13,43,2,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
621,3,2.008001150976E12,1,1,21,2,61,0,4,2,44,25142,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0]"
621,4,2.008001150976E12,1,1,20,2,61,0,4,2,131,23543,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-42-1-42-1-412-0-73-0]"
621,5,2.008001150976E12,1,2,18,2,42,0,4,2,69,25056,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-5-1-15-1-0-9-8-0]"
