uniqueid,jointTripNum,hhid,pnum,userClass,tourNum,tourSubTourNum,personTripNum,tourTripNum,mainTourTripNum,subTourTripNum,jointTourNum,jointTripRole,direction,obBundleNum,ibBundleNum,escortingRole,jointSpecEvtTour,party,origTaz,origMaz,destTaz,destMaz,origPurp,destPurp,mode,prelimDepartInterval,finalDepartMinute,tripDistance,prelimArriveInterval,finalArriveMinute,activityMinutesAtDest,pnrParkTaz,pnrParkMaz, vot
9,0,22,2,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",136,22602,199,22119,9,2,1,44,651.9058119355419,0.58,44,653.32,755.00,0,0,5.4015553626633395
10,0,22,2,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",199,22119,389,22300,2,62,1,94,1405.405811935542,1.68,94,1409.26,7.42,0,0,5.4015553626633395
11,0,22,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",389,22300,16,23353,62,0,1,95,1413.7657972871045,2.31,95,1419.41,13.50,0,0,5.4015553626633395
12,0,22,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",16,23353,53,24076,0,3,14,18,265.405811935542,2.56,18,313.01,480.31,0,0,5.525544888096394
13,0,22,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",53,24076,16,23353,3,0,14,53,790.4058119355419,2.56,53,841.61,591.30,0,0,5.525544888096394
14,0,22,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",16,23353,384,23100,0,3,17,22,325.405811935542,2.03,22,329.89,433.43,0,0,20.145419923506882
15,0,22,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",384,23100,16,23353,3,0,17,51,760.4058119355419,2.03,51,766.02,666.89,0,0,20.145419923506882
16,0,22,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",16,23353,23,23410,0,3,14,16,235.40581193554195,0.90,16,252.21,406.11,0,0,18.158076660495585
17,0,22,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",23,23410,16,23353,3,0,14,44,655.4058119355419,0.90,44,673.41,759.50,0,0,18.158076660495585
1,1,23,1,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,4,1 ]",16,23354,165,23084,0,6,4,62,926.3740639522428,1.35,62,928.87,113.67,0,0,58.76434063046114
2,2,23,1,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 2,4,1 ]",165,23084,16,23354,6,0,4,69,1038.6741127803678,1.35,70,1041.87,392.00,0,0,58.76434063046114
3,0,23,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",16,23354,134,23208,0,1,1,24,356.3740639522427,1.98,24,361.85,487.99,0,0,6.431999816269566
4,0,23,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",134,23208,287,20954,1,15,1,57,845.9740395381803,15.20,59,871.29,13.95,0,0,6.431999816269566
5,0,23,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",287,20954,16,23354,15,0,1,59,881.3740639522428,17.54,61,911.88,18.36,0,0,6.431999816269566
6,1,23,2,3,2,0,4,1,1,0,1,1,1,0,0,0,0,"[ 2,4,1 ]",16,23354,165,23084,0,6,3,62,926.3740639522428,1.35,62,928.87,113.67,0,0,3.868208165113472
7,2,23,2,3,2,0,5,2,2,0,1,1,2,0,0,0,0,"[ 2,4,1 ]",165,23084,16,23354,6,0,3,69,1038.6741127803678,1.35,70,1041.87,392.00,0,0,3.868208165113472
8,0,23,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",16,23354,134,23208,0,62,4,28,416.3740639522427,1.98,28,421.92,94.36,0,0,3.8346158311939287
9,0,23,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",134,23208,16,23354,62,0,4,34,512.4140724971646,1.98,35,517.95,915.92,0,0,3.8346158311939287
10,1,23,4,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 2,4,1 ]",16,23354,165,23084,0,6,4,62,926.3740639522428,1.35,62,928.87,113.67,0,0,15.764908094823078
11,2,23,4,3,1,0,2,2,2,0,1,2,2,0,0,0,0,"[ 2,4,1 ]",165,23084,16,23354,6,0,4,69,1038.6741127803678,1.35,70,1041.87,392.00,0,0,15.764908094823078
1,0,24,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23354,16,23354,0,1,1,11,160.2804825502866,0.20,11,160.79,460.13,0,0,12.077303297620656
2,0,24,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",16,23354,164,23042,1,15,1,42,618.1404679018491,1.07,42,620.78,7.28,0,0,12.077303297620656
3,0,24,1,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",164,23042,136,22465,15,73,1,42,625.2804825502866,2.57,42,631.26,6.94,0,0,12.077303297620656
4,0,24,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",136,22465,16,23354,73,0,1,43,635.4204971987241,2.79,43,641.35,791.43,0,0,12.077303297620656
5,0,24,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",16,23354,194,22474,0,9,1,10,145.2804825502866,3.20,10,154.04,5.42,0,0,8.372769765922795
6,0,24,2,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",194,22474,116,22752,9,1,1,11,156.68047644677097,2.10,11,161.19,646.87,0,0,8.372769765922795
7,0,24,2,2,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",116,22752,134,23208,1,62,1,54,805.2804825502866,1.91,54,810.03,6.85,0,0,8.372769765922795
8,0,24,2,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",134,23208,16,23354,62,0,1,55,814.1004898745053,1.98,55,819.64,613.14,0,0,8.372769765922795
1,0,25,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",16,23404,167,24667,0,1,1,48,711.086202224232,2.59,48,716.71,307.97,0,0,2.252829474783487
2,0,25,2,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",167,24667,16,23404,1,0,1,69,1026.086202224232,2.59,69,1031.57,23.11,0,0,2.252829474783487
3,0,25,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",16,23404,196,21863,0,5,6,71,1056.086202224232,6.07,72,1095.02,-27.40,0,0,1.0810991964414745
4,0,25,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",196,21863,16,23404,5,0,6,72,1069.026143630482,6.03,73,1112.80,315.79,0,0,1.0810991964414745
5,0,25,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",16,23404,358,26241,0,3,4,19,276.08620222423207,13.06,21,295.57,429.11,0,0,3.499456530098499
6,0,25,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",358,26241,16,23404,3,0,4,49,726.086202224232,13.06,51,748.46,680.13,0,0,3.499456530098499
7,0,25,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",16,23404,37,24209,0,3,14,17,246.08620222423204,1.30,17,271.89,437.79,0,0,3.754589995647427
8,0,25,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",37,24209,16,23404,3,0,14,48,711.086202224232,1.30,48,737.09,691.50,0,0,3.754589995647427
9,0,25,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",16,23404,195,22321,0,3,17,17,246.08620222423204,3.59,17,252.96,126.72,0,0,2.526964640077292
10,0,25,5,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 5 ]",195,22321,16,23404,3,0,17,26,381.08620222423207,3.59,26,390.75,1037.84,0,0,2.526964640077292
1,0,27,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23409,66,25113,0,72,2,32,479.7008478503226,4.50,33,490.99,81.77,0,0,30.616228925846876
2,0,27,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",66,25113,16,23409,72,0,2,38,565.5608332018851,7.07,39,578.38,343.52,0,0,30.616228925846876
3,0,27,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23409,18,22250,0,5,1,61,914.7008478503226,2.63,61,921.40,123.30,0,0,30.616228925846876
4,0,27,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,161,21519,5,9,1,69,1037.5008966784476,3.65,70,1043.64,13.36,0,0,30.616228925846876
5,0,27,1,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",161,21519,145,22113,9,5,1,70,1049.8009455065726,2.92,70,1054.73,13.11,0,0,30.616228925846876
6,0,27,1,3,2,0,6,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",145,22113,165,23034,5,8,1,71,1060.640911326885,3.18,71,1067.81,11.39,0,0,30.616228925846876
7,0,27,1,3,2,0,7,5,5,0,0,0,2,0,0,0,0,"[ 1 ]",165,23034,16,23409,8,0,1,71,1072.0008966784476,1.35,72,1075.47,361.73,0,0,30.616228925846876
1,0,28,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23472,67,25061,0,9,4,25,367.74322148958305,4.59,26,379.25,131.31,0,0,5.3346378716477805
2,0,28,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",67,25061,134,23208,9,62,4,35,510.3232385794268,3.41,35,519.14,3.24,0,0,5.3346378716477805
3,0,28,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",134,23208,119,22492,62,8,4,35,522.1432459036456,2.96,36,528.21,5.09,0,0,5.3346378716477805
4,0,28,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",119,22492,16,23472,8,0,4,36,533.0632288138019,4.84,37,544.27,885.97,0,0,5.3346378716477805
1,0,29,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23473,466,466,0,1,1,22,329.4242588329389,8.03,23,339.38,581.96,0,0,7.190768935211025
2,0,29,1,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",466,466,16,23473,1,0,1,61,914.4242588329389,8.03,62,926.66,24.68,0,0,7.190768935211025
3,0,29,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23473,146,22858,0,42,3,63,944.4242588329389,2.19,63,949.80,-16.88,0,0,5.9709634531481175
4,0,29,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",146,22858,120,22094,42,42,3,62,926.0042759227827,6.08,63,936.57,13.51,0,0,5.9709634531481175
5,0,29,1,3,2,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",120,22094,16,23473,42,0,3,63,943.1642490673139,5.63,64,955.83,55.51,0,0,5.9709634531481175
6,1,29,1,3,3,0,6,1,1,0,1,1,1,0,0,0,0,"[ 1,5,8 ]",16,23473,18,22250,0,5,14,67,1004.4242588329389,2.63,67,1056.92,-35.32,0,0,5.9709634531481175
7,2,29,1,3,3,0,7,2,2,0,1,1,1,0,0,0,0,"[ 1,5,8 ]",18,22250,17,23643,5,7,14,68,1014.6842685985639,2.55,68,1064.92,49.50,0,0,5.9709634531481175
8,3,29,1,3,3,0,8,3,3,0,1,1,2,0,0,0,0,"[ 1,5,8 ]",17,23643,17,24104,7,5,14,74,1107.504336957939,0.22,74,1110.92,8.94,0,0,5.9709634531481175
9,4,29,1,3,3,0,9,4,4,0,1,1,2,0,0,0,0,"[ 1,5,8 ]",17,24104,16,23354,5,5,14,74,1112.944278364189,0.54,74,1122.92,3.02,0,0,5.9709634531481175
10,5,29,1,3,3,0,10,5,5,0,1,1,2,0,0,0,0,"[ 1,5,8 ]",16,23354,16,23473,5,0,14,75,1119.0242344188764,0.20,75,1122.92,23.42,0,0,5.9709634531481175
11,0,29,1,3,4,0,11,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23473,145,22113,0,73,1,76,1139.424258832939,3.91,77,1148.30,16.14,0,0,5.9709634531481175
12,0,29,1,3,4,0,12,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",145,22113,206,22363,73,9,1,77,1157.5242344188764,1.82,77,1160.95,12.13,0,0,5.9709634531481175
13,0,29,1,3,4,0,13,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",206,22363,134,23283,9,8,1,78,1166.164249067314,2.15,78,1171.97,10.41,0,0,5.9709634531481175
14,0,29,1,3,4,0,14,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",134,23283,16,23473,8,0,1,78,1175.464297895439,1.98,79,1180.98,255.94,0,0,5.9709634531481175
15,6,29,2,1,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,3 ]",16,23473,138,23316,0,412,2,20,299.4242588329389,1.18,20,302.19,11.51,0,0,12.028639395532009
16,0,29,2,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",138,23316,385,23299,412,8,1,20,306.7842441845014,0.76,21,308.89,11.33,0,0,12.028639395532009
17,0,29,2,1,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 2 ]",385,23299,146,22821,8,9,1,21,313.3042637157514,2.14,21,318.31,11.19,0,0,12.028639395532009
18,0,29,2,1,1,0,4,4,4,0,0,0,1,0,0,0,0,"[ 2 ]",146,22821,16,23473,9,1,1,22,322.5842624950483,2.19,22,327.51,188.83,0,0,12.028639395532009
19,0,29,2,3,1,1,5,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",16,23473,185,23445,1,5,14,34,509.4242588329389,1.78,34,545.02,47.96,0,0,13.60035652586417
20,0,29,2,3,1,1,6,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",185,23445,17,23643,5,72,14,39,586.0642124462202,2.39,39,633.86,-31.10,0,0,13.60035652586417
21,0,29,2,3,1,1,7,3,0,3,0,0,2,0,0,0,0,"[ 2 ]",17,23643,16,23473,72,1,14,40,595.8442417430952,0.54,40,606.64,179.70,0,0,13.60035652586417
22,0,29,2,1,1,0,8,5,5,0,0,0,2,0,0,0,0,"[ 2 ]",16,23473,16,23473,1,0,1,52,779.4242588329389,0.20,52,779.93,366.41,0,0,12.028639395532009
23,7,29,2,3,2,0,9,1,1,0,2,1,1,0,0,0,0,"[ 2,8 ]",16,23473,18,22250,0,5,2,76,1139.424258832939,2.63,76,1145.92,79.60,0,0,13.60035652586417
24,8,29,2,3,2,0,10,2,2,0,2,1,2,0,0,0,0,"[ 2,8 ]",18,22250,145,22113,5,6,2,81,1218.604190473564,1.03,81,1219.92,12.66,0,0,13.60035652586417
25,9,29,2,3,2,0,11,3,3,0,2,1,2,0,0,0,0,"[ 2,8 ]",145,22113,17,23643,6,5,2,82,1225.664249067314,3.84,82,1233.92,11.34,0,0,13.60035652586417
26,10,29,2,3,2,0,12,4,4,0,2,1,2,0,0,0,0,"[ 2,8 ]",17,23643,16,23473,5,0,2,83,1238.3443027782514,0.54,83,1238.92,198.00,0,0,13.60035652586417
27,6,29,3,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,3 ]",16,23473,138,23316,0,3,4,20,299.4242588329389,1.18,20,302.19,409.15,0,0,6.1477220043207055
28,0,29,3,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",138,23316,16,23473,3,0,5,47,704.4242588329389,1.18,47,736.44,700.48,0,0,6.1477220043207055
29,0,29,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",16,23473,23,23410,0,3,14,22,329.4242588329389,0.90,22,346.22,455.12,0,0,4.035085287097515
30,0,29,4,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",23,23410,16,23473,3,0,14,53,794.4242588329389,0.90,53,812.42,624.50,0,0,4.035085287097515
31,1,29,5,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 1,5,8 ]",16,23473,18,22250,0,5,14,67,1004.4242588329389,2.63,67,1056.92,-35.32,0,0,3.710843731893054
32,2,29,5,3,1,0,2,2,2,0,1,2,1,0,0,0,0,"[ 1,5,8 ]",18,22250,17,23643,5,7,14,68,1014.6842685985639,2.55,68,1064.92,49.50,0,0,3.710843731893054
33,3,29,5,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",17,23643,17,24104,7,5,14,74,1107.504336957939,0.22,74,1110.92,8.94,0,0,3.710843731893054
34,4,29,5,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",17,24104,16,23354,5,5,14,74,1112.944278364189,0.54,74,1122.92,3.02,0,0,3.710843731893054
35,5,29,5,3,1,0,5,5,5,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",16,23354,16,23473,5,0,14,75,1119.0242344188764,0.20,75,1122.92,314.00,0,0,3.710843731893054
36,1,29,8,3,1,0,1,1,1,0,1,2,1,0,0,0,0,"[ 1,5,8 ]",16,23473,18,22250,0,5,14,67,1004.4242588329389,2.63,67,1056.92,-35.32,0,0,3.3423421306592815
37,2,29,8,3,1,0,2,2,2,0,1,2,1,0,0,0,0,"[ 1,5,8 ]",18,22250,17,23643,5,7,14,68,1014.6842685985639,2.55,68,1064.92,49.50,0,0,3.3423421306592815
38,3,29,8,3,1,0,3,3,3,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",17,23643,17,24104,7,5,14,74,1107.504336957939,0.22,74,1110.92,8.94,0,0,3.3423421306592815
39,4,29,8,3,1,0,4,4,4,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",17,24104,16,23354,5,5,14,74,1112.944278364189,0.54,74,1122.92,3.02,0,0,3.3423421306592815
40,5,29,8,3,1,0,5,5,5,0,1,2,2,0,0,0,0,"[ 1,5,8 ]",16,23354,16,23473,5,0,14,75,1119.0242344188764,0.20,75,1122.92,23.42,0,0,3.3423421306592815
41,7,29,8,3,2,0,6,1,1,0,2,2,1,0,0,0,0,"[ 2,8 ]",16,23473,18,22250,0,5,4,76,1139.424258832939,2.63,76,1145.92,79.60,0,0,3.3423421306592815
42,8,29,8,3,2,0,7,2,2,0,2,2,2,0,0,0,0,"[ 2,8 ]",18,22250,145,22113,5,6,4,81,1218.604190473564,1.03,81,1219.92,12.66,0,0,3.3423421306592815
43,9,29,8,3,2,0,8,3,3,0,2,2,2,0,0,0,0,"[ 2,8 ]",145,22113,17,23643,6,5,4,82,1225.664249067314,3.84,82,1233.92,11.34,0,0,3.3423421306592815
44,10,29,8,3,2,0,9,4,4,0,2,2,2,0,0,0,0,"[ 2,8 ]",17,23643,16,23473,5,0,4,83,1238.3443027782514,0.54,83,1238.92,198.00,0,0,3.3423421306592815
1,0,30,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23474,16,23474,0,1,1,18,268.79423770566,0.20,18,269.30,575.78,0,0,13.147546268268707
2,0,30,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",16,23474,16,23474,1,0,1,56,838.79423770566,0.20,56,839.30,596.99,0,0,13.147546268268707
3,0,30,2,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",16,23474,444,444,0,1,4,12,178.79423770566,10.06,13,197.55,902.53,0,0,13.114928654674413
4,0,30,2,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",444,444,16,23474,1,0,4,73,1093.79423770566,10.25,74,1113.06,323.23,0,0,13.114928654674413
1,0,31,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",16,23501,66,25124,0,71,1,21,307.4568521485463,4.50,22,316.35,136.93,0,0,1.3639721986437299
2,0,31,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",66,25124,16,23501,71,0,1,31,453.3168375001088,7.07,32,466.14,963.82,0,0,1.3639721986437299
1,0,34,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",17,23643,18,22250,0,5,1,32,470.47315330240804,2.55,32,476.67,146.67,0,0,0.36534274541736966
2,0,34,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",18,22250,17,23643,5,0,1,42,625.3731777164705,2.55,43,631.61,796.36,0,0,0.36534274541736966
1,0,35,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,18,22250,0,61,1,38,563.0191459517957,2.55,38,569.22,59.22,0,0,0.6685351794453567
2,0,35,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,17,23643,61,0,1,42,627.9191703658582,2.55,43,634.16,796.36,0,0,0.6685351794453567
1,0,36,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,117,22133,0,1,4,12,172.1700815505516,5.44,13,185.07,616.77,0,0,5.468736538758608
2,0,36,1,1,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",117,22133,17,23643,1,0,5,54,802.1700815505516,5.44,55,889.57,540.10,0,0,5.468736538758608
1,0,38,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,384,23066,0,8,1,35,521.1710701288429,2.63,35,527.64,211.94,0,0,4.7139631369945345
2,0,38,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",384,23066,17,23643,8,0,1,49,735.9110603632179,2.63,50,742.55,142.29,0,0,4.7139631369945345
3,0,38,1,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,385,23234,0,9,1,59,881.1710701288429,1.39,59,884.51,67.47,0,0,4.7139631369945345
4,0,38,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",385,23234,17,23643,9,0,1,63,948.3110847772804,1.43,64,951.73,481.94,0,0,4.7139631369945345
1,0,39,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,29,23126,0,9,1,3,36.88603768578883,1.26,3,40.15,229.27,0,0,15.49201280732643
2,0,39,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",29,23126,134,23208,9,8,1,19,270.0260218166482,3.35,19,277.68,3.44,0,0,15.49201280732643
3,0,39,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",134,23208,17,23643,8,0,1,19,281.72603402367946,2.58,20,287.71,78.57,0,0,15.49201280732643
4,1,39,1,3,2,0,4,1,1,0,1,2,1,0,0,0,0,"[ 2,1 ]",17,23643,135,23656,0,6,4,25,366.88603768578884,2.06,25,371.39,49.45,0,0,15.49201280732643
5,2,39,1,3,2,0,5,2,2,0,1,2,2,0,0,0,0,"[ 2,1 ]",135,23656,199,22119,6,7,4,29,421.44600472680446,3.10,29,429.39,2.65,0,0,15.49201280732643
6,3,39,1,3,2,0,6,3,3,0,1,2,2,0,0,0,0,"[ 2,1 ]",199,22119,18,22250,7,5,4,29,432.6460169338357,0.55,29,433.39,4.75,0,0,15.49201280732643
7,4,39,1,3,2,0,7,4,4,0,1,2,2,0,0,0,0,"[ 2,1 ]",18,22250,17,23643,5,9,4,30,438.74602303735134,2.55,30,444.39,3.85,0,0,15.49201280732643
8,5,39,1,3,2,0,8,5,5,0,1,2,2,0,0,0,0,"[ 2,1 ]",17,23643,174,25163,9,5,4,30,448.84602914086696,4.55,31,459.39,2.95,0,0,15.49201280732643
9,6,39,1,3,2,0,9,6,6,0,1,2,2,0,0,0,0,"[ 2,1 ]",174,25163,67,25061,5,7,4,31,462.9460352443826,0.99,32,464.39,4.93,0,0,15.49201280732643
10,7,39,1,3,2,0,10,7,7,0,1,2,2,0,0,0,0,"[ 2,1 ]",67,25061,17,23643,7,0,4,32,469.9260462307107,5.98,33,480.39,215.89,0,0,15.49201280732643
11,0,39,1,3,3,0,11,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23643,18,22250,0,5,1,47,696.8860376857888,2.55,47,703.09,-1.91,0,0,15.49201280732643
12,0,39,1,3,3,0,12,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",18,22250,17,23643,5,0,1,47,701.7860620998513,2.55,48,708.03,721.36,0,0,15.49201280732643
13,0,39,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",17,23643,134,23155,0,62,1,15,216.88603768578884,2.58,15,222.75,-1.63,0,0,3.31147176114189
14,0,39,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",134,23155,17,23643,62,0,1,15,221.72603402367946,2.58,16,227.71,63.57,0,0,3.31147176114189
15,0,39,2,3,2,0,3,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",17,23643,206,22387,0,9,1,20,291.88603768578884,3.78,21,298.27,25.45,0,0,3.31147176114189
16,0,39,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",206,22387,17,23643,9,0,1,22,324.3260401271951,3.78,23,331.17,35.11,0,0,3.31147176114189
17,1,39,2,3,3,0,5,1,1,0,1,1,1,0,0,0,0,"[ 2,1 ]",17,23643,135,23656,0,6,2,25,366.88603768578884,2.06,25,371.39,49.45,0,0,3.31147176114189
18,2,39,2,3,3,0,6,2,2,0,1,1,2,0,0,0,0,"[ 2,1 ]",135,23656,199,22119,6,7,2,29,421.44600472680446,3.10,29,429.39,2.65,0,0,3.31147176114189
19,3,39,2,3,3,0,7,3,3,0,1,1,2,0,0,0,0,"[ 2,1 ]",199,22119,18,22250,7,5,2,29,432.6460169338357,0.55,29,433.39,4.75,0,0,3.31147176114189
20,4,39,2,3,3,0,8,4,4,0,1,1,2,0,0,0,0,"[ 2,1 ]",18,22250,17,23643,5,9,2,30,438.74602303735134,2.55,30,444.39,3.85,0,0,3.31147176114189
21,5,39,2,3,3,0,9,5,5,0,1,1,2,0,0,0,0,"[ 2,1 ]",17,23643,174,25163,9,5,2,30,448.84602914086696,4.55,31,459.39,2.95,0,0,3.31147176114189
22,6,39,2,3,3,0,10,6,6,0,1,1,2,0,0,0,0,"[ 2,1 ]",174,25163,67,25061,5,7,2,31,462.9460352443826,0.99,32,464.39,4.93,0,0,3.31147176114189
23,7,39,2,3,3,0,11,7,7,0,1,1,2,0,0,0,0,"[ 2,1 ]",67,25061,17,23643,7,0,2,32,469.9260462307107,5.98,33,480.39,335.89,0,0,3.31147176114189
24,0,39,2,3,4,0,12,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",17,23643,18,22250,0,73,4,55,816.8860376857888,2.55,55,823.11,111.65,0,0,3.31147176114189
25,0,39,2,3,4,0,13,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",18,22250,198,22620,73,42,4,63,935.3660181545388,1.09,63,938.44,3.50,0,0,3.31147176114189
26,0,39,2,3,4,0,14,3,3,0,0,0,2,0,0,0,0,"[ 2 ]",198,22620,17,23643,42,0,4,63,942.54601083032,2.17,64,947.72,481.67,0,0,3.31147176114189
1,0,40,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",17,23643,145,22113,0,61,2,31,462.98125739796353,3.84,32,471.43,164.35,0,0,4.1197655136885025
2,0,40,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",145,22113,17,23643,61,0,2,42,630.3012647221823,3.84,43,638.72,796.76,0,0,4.1197655136885025
1,0,42,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",17,23644,67,25059,0,71,4,25,369.6971951211742,4.29,26,379.73,5.75,0,0,16.35621337100129
2,0,42,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",67,25059,63,25122,71,1,4,26,383.27718169343984,0.80,26,387.50,539.40,0,0,16.35621337100129
