hhid,pnum,tourNum,numTourTrips,numSubTours,jointTourNum,fullyJointTourRole,obBundleNum,ibBundleNum,obEscorRole,ibEscorRole,jointSpecEvtTour,origTaz,origMaz,primaryDestTaz,primaryDestMaz,tourPurpose,tourMode,prelimDepartInterval,finalDepartMinute,finalDepartBinTOdModel,prelimArriveInterval,finalArriveMinute,finalArriveBinTodModel,totalObStops,obSchEscStops,totalIbStops,ibSchEscStops,linkedSpecEv,obStopSeq,ibStopSeq
1,1,1,5,2,0,0,0,0,0,0,0,4,23952,59,24558,1,2,16,233.0,59,59,879,0,3,0,0,0,0,"[0-42-62-61-1]","[1-0]"
1,2,1,3,0,0,0,0,0,0,0,0,4,23952,138,23316,3,17,23,338.0,53,54,804,0,0,0,1,0,0,"[0-3]","[3-73-0]"
4,1,1,5,0,0,0,0,0,0,0,0,8,23867,174,25163,5,6,55,820.0,63,63,934,0,0,0,3,0,0,"[0-5]","[5-5-72-5-0]"
6,1,1,2,0,0,0,0,0,0,0,0,8,23867,67,25058,72,1,36,537.0,42,42,622,0,0,0,0,0,0,"[0-72]","[72-0]"
7,1,1,2,1,0,0,0,0,0,0,0,8,23867,143,22537,1,1,11,155.0,41,41,609,0,0,0,0,0,0,"[0-1]","[1-0]"
11,1,1,3,0,0,0,0,0,0,0,0,14,23662,92,23756,61,6,30,436.0,40,39,581,0,0,0,1,0,0,"[0-61]","[61-61-0]"
12,1,1,4,0,0,0,0,0,0,0,0,14,23662,137,22847,1,6,16,240.0,55,55,812,0,0,0,2,0,0,"[0-1]","[1-15-15-0]"
12,2,1,3,0,0,0,0,0,0,0,0,14,23662,202,22115,5,6,44,660.0,55,54,804,0,0,0,1,0,0,"[0-5]","[5-73-0]"
12,3,1,4,0,0,0,0,0,0,0,0,14,23662,64,25483,2,5,17,255.0,78,79,1172,0,1,0,1,0,0,"[0-71-2]","[2-73-0]"
12,4,1,2,0,0,0,0,0,0,0,0,14,23662,53,24076,3,14,15,225.0,46,46,676,0,0,0,0,0,0,"[0-3]","[3-0]"
12,5,1,5,0,0,0,0,0,0,0,0,14,23662,23,23410,3,4,16,240.0,67,69,1026,0,0,0,3,0,0,"[0-3]","[3-61-9-8-0]"
13,1,1,2,0,0,0,0,0,0,0,0,14,23664,174,25163,1,5,18,256.0,53,53,788,0,0,0,0,0,0,"[0-1]","[1-0]"
13,1,2,4,0,0,0,0,0,0,0,0,14,23664,174,25163,1,1,55,811.0,75,75,1119,0,0,0,2,0,0,"[0-1]","[1-15-61-0]"
13,2,1,2,0,0,0,1,0,1,0,0,14,23664,384,23100,411,3,20,286.0,21,20,297,0,0,0,0,0,0,"[0-411]","[411-0]"
13,2,2,2,0,0,0,0,1,0,1,0,14,23664,384,23100,411,3,48,706.0,49,48,717,0,0,0,0,0,0,"[0-411]","[411-0]"
13,3,1,2,0,0,0,0,0,0,0,0,14,23664,53,24076,3,14,18,256.0,46,46,678,0,0,0,0,0,0,"[0-3]","[3-0]"
13,3,2,2,0,0,0,0,0,0,0,0,14,23664,14,23758,61,14,48,706.0,48,47,701,0,0,0,0,0,0,"[0-61]","[61-0]"
13,4,1,2,0,0,0,0,0,0,0,0,14,23664,53,24076,3,14,17,241.0,53,53,783,0,0,0,0,0,0,"[0-3]","[3-0]"
13,4,2,2,0,0,0,0,0,0,0,0,14,23664,174,25163,1,1,56,826.0,73,73,1088,0,0,0,0,0,0,"[0-1]","[1-0]"
13,5,1,2,0,0,0,1,1,2,2,0,14,23664,384,23100,3,4,20,286.0,48,48,717,0,0,0,0,0,0,"[0-3]","[3-0]"
14,1,1,3,0,0,0,0,0,0,0,0,14,23725,117,22133,72,2,38,559.0,46,45,673,0,0,0,1,0,0,"[0-72]","[72-61-0]"
15,1,1,5,0,0,0,0,0,0,0,0,14,23725,134,23283,62,1,33,494.0,44,44,654,0,0,0,3,0,0,"[0-62]","[62-61-72-73-0]"
15,1,2,2,0,0,0,0,0,0,0,0,14,23725,67,25061,9,1,67,1004.0,75,75,1119,0,0,0,0,0,0,"[0-9]","[9-0]"
17,1,1,5,0,0,0,0,0,0,0,0,14,23758,18,22250,5,1,29,423.0,36,35,523,0,0,0,3,0,0,"[0-5]","[5-5-9-61-0]"
17,1,2,2,0,0,0,0,0,0,0,0,14,23758,134,23283,8,1,58,858.0,64,63,943,0,0,0,0,0,0,"[0-8]","[8-0]"
18,1,1,4,0,0,0,0,0,0,0,0,14,23758,18,22250,5,1,27,402.0,37,37,547,0,0,0,2,0,0,"[0-5]","[5-61-61-0]"
18,1,2,2,0,0,0,0,0,0,0,0,14,23758,18,22250,5,1,42,627.0,46,46,682,0,0,0,0,0,0,"[0-5]","[5-0]"
20,1,1,4,0,0,0,1,0,1,0,0,14,23758,381,21874,1,2,20,290.0,53,53,793,0,1,1,1,0,0,"[0-412-1]","[1-15-0]"
20,1,2,2,0,0,0,0,0,0,0,0,14,23758,381,21874,1,6,57,845.0,63,64,948,0,0,0,0,0,0,"[0-1]","[1-0]"
20,1,3,3,0,0,0,0,0,0,0,0,14,23758,114,22838,42,3,74,1100.0,75,74,1109,0,0,0,1,0,0,"[0-42]","[42-42-0]"
20,2,1,4,1,0,0,0,1,0,1,0,14,23758,61,24772,1,3,15,215.0,52,53,783,0,0,0,2,1,0,"[0-1]","[1-412-9-0]"
20,2,2,2,0,0,0,0,0,0,0,0,14,23758,133,23277,42,2,67,995.0,67,66,989,0,0,0,0,0,0,"[0-42]","[42-0]"
20,3,1,2,0,0,0,0,0,0,0,0,14,23758,53,24076,3,17,18,260.0,47,47,696,0,0,0,0,0,0,"[0-3]","[3-0]"
20,4,1,3,0,0,0,1,1,2,2,0,14,23758,53,24076,3,4,20,290.0,52,53,783,0,0,0,1,0,0,"[0-3]","[3-9-0]"
20,5,1,3,0,0,0,0,0,0,0,0,14,23758,384,23100,3,17,18,260.0,45,45,675,0,0,0,1,0,0,"[0-3]","[3-9-0]"
21,1,1,2,0,0,0,0,0,0,0,0,15,23868,111,23335,8,1,65,973.0,73,73,1088,0,0,0,0,0,0,"[0-8]","[8-0]"
22,1,1,2,0,0,0,0,0,0,0,0,16,23353,67,25061,71,4,18,265.0,27,27,394,0,0,0,0,0,0,"[0-71]","[71-0]"
22,1,2,4,1,0,0,0,0,0,0,0,16,23353,332,26683,1,4,30,445.0,93,96,1434,0,2,0,0,0,0,"[0-73-9-1]","[1-0]"
22,2,1,4,0,0,0,0,0,0,0,0,16,23353,199,22119,2,14,43,640.0,94,95,1415,0,1,0,1,0,0,"[0-9-2]","[2-62-0]"
22,3,1,2,0,0,0,0,0,0,0,0,16,23353,53,24076,3,14,18,265.0,53,53,794,0,0,0,0,0,0,"[0-3]","[3-0]"
22,4,1,2,0,0,0,0,0,0,0,0,16,23353,384,23100,3,17,22,325.0,51,51,763,0,0,0,0,0,0,"[0-3]","[3-0]"
22,5,1,2,0,0,0,0,0,0,0,0,16,23353,23,23410,3,14,16,235.0,44,44,656,0,0,0,0,0,0,"[0-3]","[3-0]"
23,1,1,2,0,1,2,0,0,0,0,0,16,23354,165,23084,6,4,62,926.0,70,70,1040,0,0,0,0,0,0,"[0-6]","[6-0]"
23,2,1,3,0,0,0,0,0,0,0,0,16,23354,134,23283,1,1,24,356.0,59,61,915,0,0,0,1,0,0,"[0-1]","[1-15-0]"
23,2,2,2,0,1,1,0,0,0,0,0,16,23354,165,23084,6,3,62,926.0,70,70,1040,0,0,0,0,0,0,"[0-6]","[6-0]"
23,3,1,2,0,0,0,0,0,0,0,0,16,23354,134,23208,62,4,28,416.0,36,36,530,0,0,0,0,0,0,"[0-62]","[62-0]"
23,4,1,2,0,1,2,0,0,0,0,0,16,23354,165,23084,6,4,62,926.0,70,70,1040,0,0,0,0,0,0,"[0-6]","[6-0]"
24,1,1,4,0,0,0,0,0,0,0,0,16,23354,16,23354,1,1,11,160.0,42,43,639,0,0,0,2,0,0,"[0-1]","[1-15-73-0]"
24,2,1,4,0,0,0,0,0,0,0,0,16,23354,130,23326,1,1,10,145.0,54,55,815,0,1,0,1,0,0,"[0-9-1]","[1-62-0]"
25,2,1,2,0,0,0,0,0,0,0,0,16,23404,96,23509,1,1,48,711.0,73,73,1091,0,0,0,0,0,0,"[0-1]","[1-0]"
25,2,2,2,0,0,0,0,0,0,0,0,16,23404,196,21863,5,6,76,1131.0,89,88,1320,0,0,0,0,0,0,"[0-5]","[5-0]"
25,3,1,2,0,0,0,0,0,0,0,0,16,23404,358,26241,3,4,19,276.0,49,51,751,0,0,0,0,0,0,"[0-3]","[3-0]"
25,4,1,2,0,0,0,0,0,0,0,0,16,23404,37,24209,3,14,17,246.0,48,48,713,0,0,0,0,0,0,"[0-3]","[3-0]"
25,5,1,2,0,0,0,0,0,0,0,0,16,23404,131,23535,3,17,17,246.0,26,26,383,0,0,0,0,0,0,"[0-3]","[3-0]"
27,1,1,6,0,0,0,0,0,0,0,0,16,23409,29,23126,8,1,31,464.0,39,39,579,0,0,0,4,0,0,"[0-8]","[8-72-9-5-5-0]"
28,1,1,4,0,0,0,0,0,0,0,0,16,23472,67,25061,9,1,26,382.0,37,37,542,0,0,0,2,0,0,"[0-9]","[9-62-8-0]"
29,1,1,2,0,0,0,0,0,0,0,0,16,23473,466,466,1,1,22,329.0,61,62,929,0,0,0,0,0,0,"[0-1]","[1-0]"
29,1,2,3,0,0,0,0,0,0,0,0,16,23473,147,22458,61,1,63,944.0,65,65,968,0,0,0,1,0,0,"[0-61]","[61-73-0]"
29,1,3,5,0,1,1,0,0,0,0,0,16,23473,17,23643,7,14,67,1004.0,75,75,1118,0,1,0,2,0,0,"[0-5-7]","[7-5-5-0]"
29,1,4,3,0,0,0,0,0,0,0,0,16,23473,120,22094,9,1,76,1139.0,84,84,1253,0,0,0,1,0,0,"[0-9]","[9-8-0]"
29,2,1,6,1,0,0,1,0,1,0,0,16,23473,16,23473,1,3,20,299.0,52,53,793,0,3,1,1,0,0,"[0-412-9-8-1]","[1-42-0]"
29,2,2,7,0,2,1,0,0,0,0,0,16,23473,18,22250,5,2,76,1139.0,80,80,1193,0,0,0,5,0,0,"[0-5]","[5-6-6-6-5-5-0]"
29,3,1,2,0,0,0,1,0,2,0,0,16,23473,19,23642,3,4,20,299.0,47,47,704,0,0,0,0,0,0,"[0-3]","[3-0]"
29,4,1,2,0,0,0,0,0,0,0,0,16,23473,131,23535,3,17,22,329.0,53,54,796,0,0,0,0,0,0,"[0-3]","[3-0]"
29,5,1,5,0,1,2,0,0,0,0,0,16,23473,17,23643,7,14,67,1004.0,75,75,1118,0,1,0,2,0,0,"[0-5-7]","[7-5-5-0]"
29,8,1,5,0,1,2,0,0,0,0,0,16,23473,17,23643,7,14,67,1004.0,75,75,1118,0,1,0,2,0,0,"[0-5-7]","[7-5-5-0]"
29,8,2,7,0,2,2,0,0,0,0,0,16,23473,18,22250,5,4,76,1139.0,80,80,1193,0,0,0,5,0,0,"[0-5]","[5-6-6-6-5-5-0]"
30,1,1,2,0,0,0,0,0,0,0,0,16,23474,16,23474,1,1,18,268.0,56,56,838,0,0,0,0,0,0,"[0-1]","[1-0]"
30,2,1,2,0,0,0,0,0,0,0,0,16,23474,444,444,1,4,12,178.0,73,75,1114,0,0,0,0,0,0,"[0-1]","[1-0]"
31,1,1,2,0,0,0,0,0,0,0,0,16,23501,66,25124,71,1,21,307.0,32,32,466,0,0,0,0,0,0,"[0-71]","[71-0]"
34,2,1,2,0,0,0,0,0,0,0,0,17,23643,18,22250,5,1,32,470.0,43,42,629,0,0,0,0,0,0,"[0-5]","[5-0]"
35,1,1,2,0,0,0,0,0,0,0,0,17,23643,18,22250,61,1,38,563.0,43,43,632,0,0,0,0,0,0,"[0-61]","[61-0]"
36,1,1,2,0,0,0,0,0,0,0,0,17,23643,6,23796,1,1,12,172.0,54,54,805,0,0,0,0,0,0,"[0-1]","[1-0]"
38,1,1,2,0,0,0,0,0,0,0,0,17,23643,384,23066,8,1,35,521.0,50,50,740,0,0,0,0,0,0,"[0-8]","[8-0]"
38,1,2,2,0,0,0,0,0,0,0,0,17,23643,140,22535,9,1,59,881.0,64,64,950,0,0,0,0,0,0,"[0-9]","[9-0]"
39,1,1,3,0,0,0,0,0,0,0,0,17,23643,29,23126,9,1,3,36.0,20,20,286,0,0,0,1,0,0,"[0-9]","[9-8-0]"
39,1,2,7,0,1,2,0,0,0,0,0,17,23643,135,23656,6,4,25,366.0,33,33,481,0,0,0,5,0,0,"[0-6]","[6-7-5-9-5-7-0]"
39,1,3,2,0,0,0,0,0,0,0,0,17,23643,18,22250,5,1,47,696.0,48,48,706,0,0,0,0,0,0,"[0-5]","[5-0]"
39,2,1,2,0,0,0,0,0,0,0,0,17,23643,134,23155,62,1,15,216.0,16,16,226,0,0,0,0,0,0,"[0-62]","[62-0]"
39,2,2,2,0,0,0,0,0,0,0,0,17,23643,206,22387,9,1,20,291.0,23,23,331,0,0,0,0,0,0,"[0-9]","[9-0]"
39,2,3,7,0,1,1,0,0,0,0,0,17,23643,135,23656,6,2,25,366.0,33,33,481,0,0,0,5,0,0,"[0-6]","[6-7-5-9-5-7-0]"
39,2,4,3,0,0,0,0,0,0,0,0,17,23643,18,22250,73,4,55,816.0,64,64,946,0,0,0,1,0,0,"[0-73]","[73-42-0]"
40,2,1,2,0,0,0,0,0,0,0,0,17,23643,145,22113,61,2,31,462.0,43,43,637,0,0,0,0,0,0,"[0-61]","[61-0]"
42,1,1,3,0,0,0,0,0,0,0,0,17,23644,66,25124,1,4,25,369.0,62,63,936,0,1,0,0,0,0,"[0-71-1]","[1-0]"
42,1,2,4,0,0,0,0,0,0,0,0,17,23644,134,23283,62,4,64,954.0,74,74,1099,0,0,0,2,0,0,"[0-62]","[62-73-9-0]"
43,1,1,2,0,0,0,0,0,0,0,0,17,23747,17,23643,9,2,5,75.0,9,8,114,0,0,0,0,0,0,"[0-9]","[9-0]"
43,1,2,4,0,0,0,0,0,0,0,0,17,23747,19,23637,15,5,12,180.0,56,55,825,0,1,0,1,0,0,"[0-72-15]","[15-15-0]"
43,1,3,3,0,1,1,0,0,0,0,0,17,23747,67,25061,9,2,61,915.0,71,70,1044,0,0,0,1,0,0,"[0-9]","[9-5-0]"
43,1,4,2,0,0,0,0,0,0,0,0,17,23747,18,22250,5,2,72,1080.0,76,75,1119,0,0,0,0,0,0,"[0-5]","[5-0]"
43,2,1,3,0,1,2,0,0,0,0,0,17,23747,67,25061,9,4,61,915.0,71,70,1044,0,0,0,1,0,0,"[0-9]","[9-5-0]"
44,1,1,3,0,0,0,0,0,0,0,0,18,22250,145,22113,61,1,37,543.0,48,47,702,0,0,0,1,0,0,"[0-61]","[61-61-0]"
46,1,1,3,1,0,0,1,0,1,0,0,18,22250,18,22327,1,3,21,303.0,67,67,992,0,1,1,0,0,0,"[0-412-1]","[1-0]"
46,2,1,3,0,0,0,0,0,0,0,0,18,22250,206,22397,9,1,39,573.0,51,50,747,0,0,0,1,0,0,"[0-9]","[9-8-0]"
46,2,2,7,0,1,1,0,0,0,0,0,18,22250,18,22250,7,14,55,813.0,66,65,972,0,0,0,5,0,0,"[0-7]","[7-5-5-5-5-5-0]"
46,2,3,7,0,2,1,0,0,0,0,0,18,22250,18,22384,6,14,67,993.0,74,73,1092,0,0,0,5,0,0,"[0-6]","[6-5-5-5-5-5-0]"
46,3,1,7,0,1,2,0,0,0,0,0,18,22250,18,22250,7,14,55,813.0,66,65,972,0,0,0,5,0,0,"[0-7]","[7-5-5-5-5-5-0]"
46,4,1,2,0,0,0,1,0,2,0,0,18,22250,18,22250,3,4,21,303.0,38,38,557,0,0,0,0,0,0,"[0-3]","[3-0]"
46,4,2,7,0,1,2,0,0,0,0,0,18,22250,18,22250,7,14,55,813.0,66,65,972,0,0,0,5,0,0,"[0-7]","[7-5-5-5-5-5-0]"
46,4,3,7,0,2,2,0,0,0,0,0,18,22250,18,22384,6,14,67,993.0,74,73,1092,0,0,0,5,0,0,"[0-6]","[6-5-5-5-5-5-0]"
47,1,1,2,0,0,0,0,0,0,0,0,18,22250,145,22113,5,1,38,557.0,42,41,612,0,0,0,0,0,0,"[0-5]","[5-0]"
47,1,2,2,0,0,0,0,0,0,0,0,18,22250,18,22250,73,1,51,752.0,55,54,807,0,0,0,0,0,0,"[0-73]","[73-0]"
48,1,1,2,0,0,0,0,0,0,0,0,18,22250,204,24227,1,1,15,215.0,53,54,802,0,0,0,0,0,0,"[0-1]","[1-0]"
49,1,1,3,0,0,0,0,0,0,0,0,18,22250,28,23623,1,4,15,213.0,55,55,818,0,0,0,1,0,0,"[0-1]","[1-15-0]"
49,3,1,2,0,0,0,0,0,0,0,0,18,22250,154,21811,3,17,19,273.0,49,49,729,0,0,0,0,0,0,"[0-3]","[3-0]"
49,4,1,2,0,0,0,0,0,0,0,0,18,22250,197,22108,3,14,21,303.0,32,32,470,0,0,0,0,0,0,"[0-3]","[3-0]"
50,1,1,5,0,0,0,0,0,0,0,0,18,22250,366,25851,1,1,7,102.0,53,56,828,0,2,0,1,0,0,"[0-71-9-1]","[1-8-0]"
50,2,1,3,0,0,0,1,0,1,0,0,18,22250,201,22114,411,3,19,282.0,20,20,295,0,0,0,1,0,0,"[0-411]","[411-61-0]"
50,2,2,2,0,0,0,0,0,0,0,0,18,22250,199,22121,2,14,30,447.0,57,57,853,0,0,0,0,0,0,"[0-2]","[2-0]"
50,2,3,2,0,0,0,0,0,0,0,0,18,22250,18,22250,73,14,70,1047.0,76,76,1132,0,0,0,0,0,0,"[0-73]","[73-0]"
50,3,1,2,0,0,0,0,0,0,0,0,18,22250,18,22250,73,14,61,912.0,67,67,997,0,0,0,0,0,0,"[0-73]","[73-0]"
50,3,2,2,0,0,0,0,0,0,0,0,18,22250,18,22250,8,14,70,1047.0,79,79,1177,0,0,0,0,0,0,"[0-8]","[8-0]"
50,4,1,2,0,0,0,1,0,2,0,0,18,22250,201,22114,3,4,19,282.0,35,35,525,0,0,0,0,0,0,"[0-3]","[3-0]"
51,1,1,2,0,0,0,0,0,0,0,0,18,22250,18,22250,62,1,35,521.0,69,69,1026,0,0,0,0,0,0,"[0-62]","[62-0]"
51,1,2,2,0,0,0,0,0,0,0,0,18,22250,229,21410,42,2,82,1226.0,84,84,1251,0,0,0,0,0,0,"[0-42]","[42-0]"
52,1,1,3,0,0,0,0,0,0,0,0,18,22250,18,22250,1,1,17,245.0,53,53,791,0,0,0,1,0,0,"[0-1]","[1-61-0]"
55,1,1,4,0,0,0,0,0,0,0,0,18,22250,18,22250,1,1,15,216.0,55,55,815,0,2,0,0,0,0,"[0-61-8-1]","[1-0]"
57,1,1,2,0,0,0,0,0,0,0,0,19,23634,66,25099,1,5,13,190.0,51,52,768,0,0,0,0,0,0,"[0-1]","[1-0]"
57,2,1,2,0,0,0,0,0,0,0,0,19,23634,200,22386,71,1,15,220.0,15,15,215,0,0,0,0,0,0,"[0-71]","[71-0]"
57,2,2,2,0,0,0,0,0,0,0,0,19,23634,444,444,1,1,16,235.0,54,56,826,0,0,0,0,0,0,"[0-1]","[1-0]"
57,2,3,2,0,0,0,0,0,0,0,0,19,23634,18,22250,5,1,56,835.0,59,59,875,0,0,0,0,0,0,"[0-5]","[5-0]"
58,1,1,2,0,0,0,0,0,0,0,0,19,23635,18,22384,5,1,35,523.0,39,39,577,0,0,0,0,0,0,"[0-5]","[5-0]"
59,1,1,2,0,0,0,0,0,0,0,0,19,23635,18,22250,5,1,27,399.0,27,27,393,0,0,0,0,0,0,"[0-5]","[5-0]"
59,1,2,3,0,0,0,0,0,0,0,0,19,23635,385,23312,9,4,28,414.0,37,37,543,0,0,0,1,0,0,"[0-9]","[9-62-0]"
59,2,1,3,0,0,0,0,0,0,0,0,19,23635,385,23234,9,1,40,594.0,49,49,723,0,0,0,1,0,0,"[0-9]","[9-62-0]"
61,1,1,2,0,0,0,0,0,0,0,0,20,23881,134,23283,62,1,35,518.0,37,37,542,0,0,0,0,0,0,"[0-62]","[62-0]"
61,1,2,2,0,0,0,0,0,0,0,0,20,23881,17,23643,42,2,39,578.0,40,40,587,0,0,0,0,0,0,"[0-42]","[42-0]"
61,1,3,3,0,0,0,0,1,0,1,0,20,23881,23,23410,411,3,47,698.0,50,48,714,0,0,0,1,0,0,"[0-411]","[411-9-0]"
61,1,4,7,0,1,1,0,0,0,0,0,20,23881,134,23283,6,3,56,833.0,68,68,1007,0,0,0,5,0,0,"[0-6]","[6-5-5-5-5-5-0]"
61,2,1,2,0,0,0,0,0,0,0,0,20,23881,109,23587,42,2,36,533.0,37,37,542,0,0,0,0,0,0,"[0-42]","[42-0]"
61,2,2,3,0,0,0,0,0,0,0,0,20,23881,206,22363,9,2,40,593.0,51,51,752,0,0,0,1,0,0,"[0-9]","[9-42-0]"
61,2,3,7,0,1,2,0,0,0,0,0,20,23881,134,23283,6,4,56,833.0,68,68,1007,0,0,0,5,0,0,"[0-6]","[6-5-5-5-5-5-0]"
61,3,1,2,0,0,0,0,0,0,0,0,20,23881,138,23316,3,4,22,323.0,46,46,685,0,0,0,0,0,0,"[0-3]","[3-0]"
61,4,1,3,0,0,0,0,1,0,2,0,20,23881,23,23410,3,4,22,323.0,49,48,714,0,0,0,1,0,0,"[0-3]","[3-9-0]"
61,4,2,7,0,1,2,0,0,0,0,0,20,23881,134,23283,6,4,56,833.0,68,68,1007,0,0,0,5,0,0,"[0-6]","[6-5-5-5-5-5-0]"
62,1,1,2,0,0,0,0,0,0,0,0,20,23930,164,23042,1,1,24,348.0,53,53,786,0,0,0,0,0,0,"[0-1]","[1-0]"
62,1,2,7,0,1,1,0,0,0,0,0,20,23930,18,22250,5,2,64,948.0,71,70,1048,0,1,0,4,0,0,"[0-6-5]","[5-6-5-8-5-0]"
62,2,1,2,0,0,0,0,0,0,0,0,20,23930,83,24359,8,2,49,723.0,59,58,868,0,0,0,0,0,0,"[0-8]","[8-0]"
62,2,2,7,0,1,2,0,0,0,0,0,20,23930,18,22250,5,4,64,948.0,71,70,1048,0,1,0,4,0,0,"[0-6-5]","[5-6-5-8-5-0]"
63,1,1,3,0,0,0,0,0,0,0,0,20,23930,67,25061,71,1,21,307.0,33,33,482,0,0,0,1,0,0,"[0-71]","[71-5-0]"
63,1,2,7,0,1,1,0,0,0,0,0,20,23930,18,22250,5,3,38,562.0,47,47,692,0,1,0,4,0,0,"[0-7-5]","[5-5-5-5-6-0]"
63,1,3,2,0,0,0,0,0,0,0,0,20,23930,67,25061,72,1,48,712.0,49,49,722,0,0,0,0,0,0,"[0-72]","[72-0]"
63,2,1,2,0,0,0,0,0,0,0,0,20,23930,37,24165,9,14,27,397.0,36,36,527,0,0,0,0,0,0,"[0-9]","[9-0]"
63,2,2,7,0,1,2,0,0,0,0,0,20,23930,18,22250,5,4,38,562.0,47,47,692,0,1,0,4,0,0,"[0-7-5]","[5-5-5-5-6-0]"
63,2,3,2,0,0,0,0,0,0,0,0,20,23930,29,23126,8,1,66,982.0,77,77,1142,0,0,0,0,0,0,"[0-8]","[8-0]"
65,1,1,2,0,0,0,0,0,0,0,0,21,23870,466,466,1,2,20,299.0,69,71,1051,0,0,0,0,0,0,"[0-1]","[1-0]"
65,2,1,3,0,0,0,0,0,0,0,0,21,23870,19,23637,1,1,20,299.0,32,32,480,0,1,0,0,0,0,"[0-62-1]","[1-0]"
66,1,1,4,0,0,0,0,0,0,0,0,21,23871,199,22119,2,4,46,678.0,54,54,804,0,2,0,0,0,0,"[0-61-61-2]","[2-0]"
66,1,2,4,0,0,0,0,0,0,0,0,21,23871,67,25061,1,1,56,828.0,89,91,1357,0,0,0,2,0,0,"[0-1]","[1-5-61-0]"
66,2,1,2,0,0,0,0,0,0,0,0,21,23871,444,444,1,2,12,168.0,51,52,771,0,0,0,0,0,0,"[0-1]","[1-0]"
66,2,2,2,0,0,0,0,0,0,0,0,21,23871,18,22250,5,2,65,963.0,72,71,1063,0,0,0,0,0,0,"[0-5]","[5-0]"
68,1,1,2,0,0,0,0,0,0,0,0,21,23934,116,22461,61,2,16,232.0,17,17,242,0,0,0,0,0,0,"[0-61]","[61-0]"
68,1,2,2,0,0,0,0,0,0,0,0,21,23934,467,467,1,1,24,352.0,68,70,1040,0,0,0,0,0,0,"[0-1]","[1-0]"
68,2,1,2,0,0,0,0,0,0,0,0,21,23934,206,22363,5,1,40,592.0,46,46,677,0,0,0,0,0,0,"[0-5]","[5-0]"
68,2,2,2,0,0,0,0,0,0,0,0,21,23934,67,24955,9,1,57,847.0,60,60,887,0,0,0,0,0,0,"[0-9]","[9-0]"
69,1,1,2,0,0,0,0,1,0,1,0,21,23934,44,25142,411,2,45,670.0,47,46,690,0,0,0,0,0,0,"[0-411]","[411-0]"
69,1,2,2,0,0,0,0,0,0,0,0,21,23934,145,22113,5,2,64,955.0,71,71,1055,0,0,0,0,0,0,"[0-5]","[5-0]"
69,2,1,3,0,0,0,0,0,0,0,0,21,23934,195,22321,1,1,21,310.0,60,61,902,0,1,0,0,0,0,"[0-9-1]","[1-0]"
69,2,2,2,0,0,0,0,0,0,0,0,21,23934,134,23208,62,1,61,910.0,62,62,920,0,0,0,0,0,0,"[0-62]","[62-0]"
69,2,3,4,0,1,1,0,0,0,0,0,21,23934,134,23208,6,3,63,940.0,66,66,980,0,0,0,2,0,0,"[0-6]","[6-5-6-0]"
69,3,1,2,0,0,0,0,0,0,0,0,21,23934,94,23540,3,17,18,265.0,48,48,719,0,0,0,0,0,0,"[0-3]","[3-0]"
69,4,1,2,0,0,0,0,1,0,2,0,21,23934,44,25142,3,4,23,340.0,46,46,690,0,0,0,0,0,0,"[0-3]","[3-0]"
69,4,2,2,0,0,0,0,0,0,0,0,21,23934,67,25061,73,4,54,805.0,55,55,815,0,0,0,0,0,0,"[0-73]","[73-0]"
69,4,3,4,0,1,2,0,0,0,0,0,21,23934,134,23208,6,4,63,940.0,66,66,980,0,0,0,2,0,0,"[0-6]","[6-5-6-0]"
70,1,1,2,0,0,0,0,0,0,0,0,21,23934,166,24549,1,1,23,342.0,53,53,795,0,0,0,0,0,0,"[0-1]","[1-0]"
70,1,2,2,0,0,0,0,0,0,0,0,21,23934,67,24954,73,1,57,852.0,58,58,862,0,0,0,0,0,0,"[0-73]","[73-0]"
70,2,1,2,1,0,0,0,0,0,0,0,21,23934,13,23856,1,1,25,372.0,45,45,675,0,0,0,0,0,0,"[0-1]","[1-0]"
70,2,2,2,0,0,0,0,0,0,0,0,21,23934,13,23856,1,1,55,822.0,96,96,1440,0,0,0,0,0,0,"[0-1]","[1-0]"
72,2,1,4,0,0,0,0,0,0,0,0,21,23934,18,22250,5,1,31,455.0,45,44,660,0,0,0,2,0,0,"[0-5]","[5-8-9-0]"
72,4,1,2,0,0,0,0,0,0,0,0,21,23934,21,23875,1,1,19,275.0,57,57,845,0,0,0,0,0,0,"[0-1]","[1-0]"
75,1,1,2,0,0,0,0,0,0,0,0,22,23645,196,21984,1,1,17,241.0,56,56,833,0,0,0,0,0,0,"[0-1]","[1-0]"
75,1,2,2,0,0,0,0,0,0,0,0,22,23645,174,25163,5,1,58,856.0,65,64,955,0,0,0,0,0,0,"[0-5]","[5-0]"
75,2,1,3,0,0,0,0,0,0,0,0,22,23645,134,23283,1,2,56,826.0,62,62,918,0,1,0,0,0,0,"[0-42-1]","[1-0]"
76,2,1,2,0,0,0,0,0,0,0,0,22,23646,60,24521,1,1,23,334.0,53,53,790,0,0,0,0,0,0,"[0-1]","[1-0]"
77,1,1,3,0,0,0,0,0,0,0,0,22,23646,59,24511,1,1,18,257.0,33,33,486,0,0,0,1,0,0,"[0-1]","[1-15-0]"
77,1,2,2,1,0,0,0,0,0,0,0,22,23646,59,24511,1,1,45,662.0,81,81,1207,0,0,0,0,0,0,"[0-1]","[1-0]"
