hhid,pnum,tourNum,numTourTrips,numSubTours,jointTourNum,fullyJointTourRole,obBundleNum,ibBundleNum,obEscorRole,ibEscorRole,jointSpecEvtTour,origTaz,origMaz,primaryDestTaz,primaryDestMaz,tourPurpose,tourMode,prelimDepartInterval,finalDepartMinute,finalDepartBinTOdModel,prelimArriveInterval,finalArriveMinute,finalArriveBinTodModel,totalObStops,obSchEscStops,totalIbStops,ibSchEscStops,linkedSpecEv,obStopSeq,ibStopSeq
1603,1,1,3,0,0,0,0,0,0,0,0,280,20910,18,22250,71,10,20,293.0,70,70,1038,0,0,0,1,0,0,"[0-71]","[71-8-0]"
1603,2,1,2,0,0,0,0,0,0,0,0,280,20910,145,22113,61,1,38,563.0,54,54,798,0,0,0,0,0,0,"[0-61]","[61-0]"
1604,2,1,2,0,0,0,0,0,0,0,0,280,20910,165,23084,8,1,39,582.0,70,70,1042,0,0,0,0,0,0,"[0-8]","[8-0]"
1605,1,1,7,0,0,0,0,0,0,0,0,280,20910,147,22458,15,1,11,158.0,49,51,754,0,3,0,2,0,0,"[0-61-61-15-15]","[15-15-15-0]"
1605,1,2,3,0,0,0,0,0,0,0,0,280,20910,317,25902,15,1,54,803.0,71,74,1101,0,0,0,1,0,0,"[0-15]","[15-15-0]"
1605,2,1,2,0,0,0,0,0,0,0,0,280,20910,250,20498,42,2,13,188.0,13,13,182,0,0,0,0,0,0,"[0-42]","[42-0]"
1605,2,2,2,0,0,0,0,0,0,0,0,280,20910,451,451,1,1,14,203.0,55,57,845,0,0,0,0,0,0,"[0-1]","[1-0]"
1606,1,1,2,0,0,0,0,0,0,0,0,280,20910,280,20890,8,14,23,345.0,37,36,535,0,0,0,0,0,0,"[0-8]","[8-0]"
1606,1,2,3,0,0,0,0,0,0,0,0,280,20910,280,20890,9,2,46,690.0,47,46,685,0,0,0,1,0,0,"[0-9]","[9-42-0]"
1606,2,1,4,0,0,0,0,0,0,0,0,280,20910,250,20498,42,2,25,375.0,35,34,505,0,0,0,2,0,0,"[0-42]","[42-42-42-0]"
1607,1,1,3,0,0,0,0,0,0,0,0,280,20910,196,21863,61,1,29,429.0,37,37,544,0,0,0,1,0,0,"[0-61]","[61-61-0]"
1607,2,1,3,0,0,0,0,0,0,0,0,280,20910,278,20841,3,14,18,264.0,47,48,709,0,0,0,1,0,0,"[0-3]","[3-8-0]"
1608,1,1,4,0,0,0,1,0,1,0,0,281,20642,278,20875,411,3,21,311.0,22,22,330,0,0,0,2,0,0,"[0-411]","[411-61-42-0]"
1608,1,2,2,0,0,0,0,0,0,0,0,281,20642,462,462,1,1,31,461.0,59,59,885,0,0,0,0,0,0,"[0-1]","[1-0]"
1608,1,3,2,0,1,1,0,0,0,0,0,281,20642,262,20351,8,3,65,971.0,77,77,1145,0,0,0,0,0,0,"[0-8]","[8-0]"
1608,1,4,2,0,0,0,0,0,0,0,0,281,20642,279,20776,42,3,82,1226.0,83,83,1235,0,0,0,0,0,0,"[0-42]","[42-0]"
1608,2,1,3,0,0,0,1,0,2,0,0,281,20642,278,20875,3,4,21,311.0,30,31,455,0,0,0,1,0,0,"[0-3]","[3-73-0]"
1608,3,1,2,0,0,0,0,0,0,0,0,281,20642,267,20720,3,17,19,281.0,51,51,762,0,0,0,0,0,0,"[0-3]","[3-0]"
1608,3,2,2,0,1,2,0,0,0,0,0,281,20642,262,20351,8,4,65,971.0,77,77,1145,0,0,0,0,0,0,"[0-8]","[8-0]"
1609,1,1,3,0,0,0,0,0,0,0,0,281,20667,18,22250,5,1,26,384.0,43,43,634,0,0,0,1,0,0,"[0-5]","[5-61-0]"
1609,1,2,7,0,1,1,0,0,0,0,0,281,20667,253,20370,8,2,54,804.0,75,75,1114,0,0,0,5,0,0,"[0-8]","[8-7-5-9-5-5-0]"
1609,2,1,3,0,0,0,0,0,0,0,0,281,20667,278,20880,3,15,20,294.0,48,48,716,0,1,0,0,0,0,"[0-8-3]","[3-0]"
1609,3,1,2,0,0,0,0,0,0,0,0,281,20667,250,20498,9,14,45,669.0,49,49,724,0,0,0,0,0,0,"[0-9]","[9-0]"
1609,3,2,7,0,1,2,0,0,0,0,0,281,20667,253,20370,8,4,54,804.0,75,75,1114,0,0,0,5,0,0,"[0-8]","[8-7-5-9-5-5-0]"
1610,1,1,3,0,0,0,0,0,0,0,0,281,20713,155,21909,1,1,19,284.0,58,60,897,0,0,0,1,0,0,"[0-1]","[1-5-0]"
1610,2,1,2,0,0,0,0,0,0,0,0,281,20713,462,462,1,1,24,359.0,43,44,648,0,0,0,0,0,0,"[0-1]","[1-0]"
1610,2,2,5,0,0,0,0,0,0,0,0,281,20713,250,20319,42,3,49,734.0,81,81,1208,0,0,0,3,0,0,"[0-42]","[42-42-42-72-0]"
1610,2,3,2,0,0,0,0,0,0,0,0,281,20713,280,20890,42,2,82,1229.0,84,84,1253,0,0,0,0,0,0,"[0-42]","[42-0]"
1610,3,1,2,0,0,0,0,0,0,0,0,281,20713,261,20250,3,14,17,254.0,45,46,677,0,0,0,0,0,0,"[0-3]","[3-0]"
1611,1,1,3,0,0,0,0,0,0,0,0,282,20823,134,23283,62,1,22,329.0,26,26,384,0,0,0,1,0,0,"[0-62]","[62-9-0]"
1611,1,2,2,0,0,0,0,0,0,0,0,282,20823,462,462,1,1,30,449.0,62,63,935,0,0,0,0,0,0,"[0-1]","[1-0]"
1611,1,3,3,0,1,2,0,0,0,0,0,282,20823,266,20584,6,4,63,944.0,66,66,984,0,1,0,0,0,0,"[0-6-6]","[6-0]"
1611,2,1,2,0,0,0,0,0,0,0,0,282,20823,389,22300,9,1,45,674.0,55,55,819,0,0,0,0,0,0,"[0-9]","[9-0]"
1611,2,2,3,0,1,1,0,0,0,0,0,282,20823,266,20584,6,3,63,944.0,66,66,984,0,1,0,0,0,0,"[0-6-6]","[6-0]"
1612,1,1,4,0,0,0,0,0,0,0,0,282,20823,207,22179,5,1,32,468.0,36,35,523,0,0,0,2,0,0,"[0-5]","[5-5-5-0]"
1612,2,1,2,0,0,0,0,0,0,0,0,282,20823,447,447,1,1,14,198.0,57,59,878,0,0,0,0,0,0,"[0-1]","[1-0]"
1613,1,1,2,1,0,0,0,0,0,0,0,284,20970,281,20595,1,1,16,230.0,52,52,774,0,0,0,0,0,0,"[0-1]","[1-0]"
1613,2,1,2,0,0,0,0,0,0,0,0,284,20970,467,467,1,1,47,695.0,85,88,1306,0,0,0,0,0,0,"[0-1]","[1-0]"
1613,3,1,2,0,0,0,0,0,0,0,0,284,20970,250,20498,42,2,29,425.0,37,36,539,0,0,0,0,0,0,"[0-42]","[42-0]"
1613,4,1,2,0,0,0,0,0,0,0,0,284,20970,238,21119,1,1,42,620.0,58,58,865,0,0,0,0,0,0,"[0-1]","[1-0]"
1613,4,2,2,0,0,0,0,0,0,0,0,284,20970,238,21119,1,1,63,935.0,81,81,1210,0,0,0,0,0,0,"[0-1]","[1-0]"
1613,4,3,2,0,0,0,0,0,0,0,0,284,20970,379,21722,42,2,87,1295.0,89,88,1319,0,0,0,0,0,0,"[0-42]","[42-0]"
1614,1,1,3,1,0,0,0,1,0,1,0,284,20970,159,21621,1,3,10,143.0,47,48,713,0,0,0,1,1,0,"[0-1]","[1-412-0]"
1614,1,2,7,0,1,2,0,0,0,0,0,284,20970,286,20972,5,4,59,878.0,70,70,1038,0,0,0,5,0,0,"[0-5]","[5-5-5-5-5-5-0]"
1614,2,1,5,0,0,0,1,0,1,0,0,284,20970,389,22300,1,2,18,263.0,45,47,702,0,2,1,1,0,0,"[0-412-62-1]","[1-42-0]"
1614,2,2,7,0,1,1,0,0,0,0,0,284,20970,286,20972,5,3,59,878.0,70,70,1038,0,0,0,5,0,0,"[0-5]","[5-5-5-5-5-5-0]"
1614,3,1,2,0,0,0,1,1,2,2,0,284,20970,278,20849,3,4,18,263.0,48,48,713,0,0,0,0,0,0,"[0-3]","[3-0]"
1614,3,2,7,0,1,2,0,0,0,0,0,284,20970,286,20972,5,4,59,878.0,70,70,1038,0,0,0,5,0,0,"[0-5]","[5-5-5-5-5-5-0]"
1614,4,1,3,0,0,0,0,0,0,0,0,284,20970,219,20205,3,4,21,308.0,54,56,826,0,1,0,0,0,0,"[0-72-3]","[3-0]"
1615,1,1,2,0,0,0,0,0,0,0,0,285,21019,264,20898,42,3,6,84.0,7,7,93,0,0,0,0,0,0,"[0-42]","[42-0]"
1615,1,2,2,0,0,0,0,0,0,0,0,285,21019,451,451,1,1,14,204.0,56,58,861,0,0,0,0,0,0,"[0-1]","[1-0]"
1615,1,3,4,0,0,0,0,0,0,0,0,285,21019,147,22458,5,2,61,909.0,71,71,1053,0,0,0,2,0,0,"[0-5]","[5-42-42-0]"
1615,2,1,2,0,0,0,0,0,0,0,0,285,21019,462,462,1,2,31,459.0,65,65,974,0,0,0,0,0,0,"[0-1]","[1-0]"
1615,2,2,2,0,0,0,0,0,0,0,0,285,21019,115,22551,42,2,68,1014.0,80,80,1188,0,0,0,0,0,0,"[0-42]","[42-0]"
1616,1,1,5,0,0,0,0,0,0,0,0,286,20946,286,21008,1,3,18,259.0,57,58,862,0,1,0,2,0,0,"[0-42-1]","[1-73-42-0]"
1617,1,1,3,0,0,0,0,0,0,0,0,286,20956,279,20764,61,1,26,389.0,30,30,444,0,0,0,1,0,0,"[0-61]","[61-9-0]"
1617,1,2,7,0,1,1,0,0,0,0,0,286,20956,196,22045,6,2,31,464.0,53,53,789,0,1,0,4,0,0,"[0-6-6]","[6-5-9-5-5-0]"
1617,2,1,7,0,1,2,0,0,0,0,0,286,20956,196,22045,6,4,31,464.0,53,53,789,0,1,0,4,0,0,"[0-6-6]","[6-5-9-5-5-0]"
1617,2,2,2,0,2,1,0,0,0,0,0,286,20956,286,20946,5,14,62,929.0,68,68,1014,0,0,0,0,0,0,"[0-5]","[5-0]"
1617,3,1,2,0,0,0,0,0,0,0,0,286,20956,262,20351,9,1,55,824.0,58,58,864,0,0,0,0,0,0,"[0-9]","[9-0]"
1617,3,2,3,0,0,0,0,0,0,0,0,286,20956,286,20946,5,1,59,884.0,61,61,909,0,0,0,1,0,0,"[0-5]","[5-62-0]"
1617,3,3,2,0,2,2,0,0,0,0,0,286,20956,286,20946,5,14,62,929.0,68,68,1014,0,0,0,0,0,0,"[0-5]","[5-0]"
1618,1,1,3,0,0,0,0,0,0,0,0,286,21018,285,21051,1,1,18,257.0,54,54,805,0,0,0,1,0,0,"[0-1]","[1-8-0]"
1618,2,1,4,1,0,0,0,0,0,0,0,286,21018,286,21018,1,1,22,317.0,45,46,681,0,0,0,2,0,0,"[0-1]","[1-62-8-0]"
1618,3,1,2,0,0,0,0,0,0,0,0,286,21018,286,20946,5,14,40,587.0,46,45,671,0,0,0,0,0,0,"[0-5]","[5-0]"
1619,1,1,3,0,0,0,1,0,1,0,0,288,21014,185,23445,1,2,17,250.0,55,57,852,0,1,1,0,0,0,"[0-412-1]","[1-0]"
1619,2,1,2,0,0,0,1,0,2,0,0,288,21014,278,20869,3,4,17,250.0,55,55,825,0,0,0,0,0,0,"[0-3]","[3-0]"
1620,1,1,3,1,0,0,0,0,0,0,0,288,21075,206,22363,1,2,18,263.0,59,61,910,0,0,0,1,0,0,"[0-1]","[1-5-0]"
1621,1,1,2,0,0,0,0,0,0,0,0,289,21084,159,21844,61,1,31,458.0,33,33,482,0,0,0,0,0,0,"[0-61]","[61-0]"
1621,1,2,2,0,0,0,0,0,0,0,0,289,21084,467,467,1,1,39,578.0,57,60,890,0,0,0,0,0,0,"[0-1]","[1-0]"
1621,1,3,2,0,0,0,0,0,0,0,0,289,21084,18,22250,5,1,61,908.0,66,66,977,0,0,0,0,0,0,"[0-5]","[5-0]"
1622,1,1,3,0,0,0,0,0,0,0,0,290,21136,238,21234,15,1,14,205.0,55,55,824,0,0,0,1,0,0,"[0-15]","[15-15-0]"
1622,2,1,2,0,0,0,0,0,0,0,0,290,21136,17,23643,73,1,63,940.0,74,74,1100,0,0,0,0,0,0,"[0-73]","[73-0]"
1622,3,1,5,0,0,0,0,0,0,0,0,290,21136,278,20839,3,17,19,280.0,77,80,1186,0,2,0,1,0,0,"[0-62-72-3]","[3-9-0]"
1622,4,1,2,0,0,0,0,0,0,0,0,290,21136,200,22386,71,1,19,280.0,21,21,305,0,0,0,0,0,0,"[0-71]","[71-0]"
1622,4,2,2,1,0,0,0,0,0,0,0,290,21136,18,22250,1,1,23,340.0,45,46,688,0,0,0,0,0,0,"[0-1]","[1-0]"
1623,2,1,2,0,0,0,0,0,0,0,0,290,21219,18,22250,5,1,7,91.0,9,8,116,0,0,0,0,0,0,"[0-5]","[5-0]"
1623,2,2,2,0,0,0,0,0,0,0,0,290,21219,447,447,1,1,11,151.0,24,25,375,0,0,0,0,0,0,"[0-1]","[1-0]"
1623,4,1,2,0,0,0,0,0,0,0,0,290,21219,278,20838,3,17,17,241.0,47,47,700,0,0,0,0,0,0,"[0-3]","[3-0]"
1625,1,1,2,0,0,0,0,0,0,0,0,293,21395,146,22821,9,4,7,98.0,24,24,347,0,0,0,0,0,0,"[0-9]","[9-0]"
1625,1,2,2,0,0,0,0,0,0,0,0,293,21395,467,467,1,4,25,368.0,67,69,1035,0,0,0,0,0,0,"[0-1]","[1-0]"
1625,1,3,5,0,1,1,0,0,0,0,0,293,21395,286,20946,6,3,72,1073.0,78,78,1157,0,0,0,3,0,0,"[0-6]","[6-6-6-6-0]"
1625,2,1,2,0,0,0,0,0,0,0,0,293,21395,266,20584,71,2,13,188.0,16,16,227,0,0,0,0,0,0,"[0-71]","[71-0]"
1625,2,2,3,0,0,0,1,0,1,0,0,293,21395,463,463,1,2,17,248.0,64,65,964,0,1,1,0,0,0,"[0-412-1]","[1-0]"
1625,2,3,3,0,2,1,0,0,0,0,0,293,21395,389,22300,9,2,67,998.0,72,72,1067,0,0,0,1,0,0,"[0-9]","[9-6-0]"
1625,3,1,2,0,0,0,1,0,2,0,0,293,21395,256,20487,3,4,17,248.0,48,49,724,0,0,0,0,0,0,"[0-3]","[3-0]"
1625,3,2,5,0,1,2,0,0,0,0,0,293,21395,286,20946,6,4,72,1073.0,78,78,1157,0,0,0,3,0,0,"[0-6]","[6-6-6-6-0]"
1625,4,1,2,0,0,0,0,0,0,0,0,293,21395,154,21811,3,17,17,248.0,46,47,694,0,0,0,0,0,0,"[0-3]","[3-0]"
1625,4,2,3,0,2,2,0,0,0,0,0,293,21395,389,22300,9,4,67,998.0,72,72,1067,0,0,0,1,0,0,"[0-9]","[9-6-0]"
1626,1,1,2,0,0,0,0,0,0,0,0,293,21397,467,467,1,2,6,86.0,29,32,468,0,0,0,0,0,0,"[0-1]","[1-0]"
1626,2,1,2,0,0,0,0,0,0,0,0,293,21397,459,459,1,1,22,326.0,56,57,848,0,0,0,0,0,0,"[0-1]","[1-0]"
1626,2,2,4,0,0,0,0,0,0,0,0,293,21397,18,22250,73,4,58,866.0,65,65,965,0,0,0,2,0,0,"[0-73]","[73-9-8-0]"
1626,2,3,4,0,1,1,0,0,0,0,0,293,21397,18,22250,9,2,66,986.0,75,75,1115,0,0,0,2,0,0,"[0-9]","[9-5-5-0]"
1626,3,1,2,0,0,0,0,0,0,0,0,293,21397,6,23796,1,2,19,281.0,62,64,953,0,0,0,0,0,0,"[0-1]","[1-0]"
1626,3,2,4,0,1,2,0,0,0,0,0,293,21397,18,22250,9,4,66,986.0,75,75,1115,0,0,0,2,0,0,"[0-9]","[9-5-5-0]"
1629,1,1,2,0,0,0,0,0,0,0,0,295,21445,486,486,1,1,26,380.0,61,61,912,0,0,0,0,0,0,"[0-1]","[1-0]"
1629,1,2,2,0,0,0,0,0,0,0,0,295,21445,57,24306,9,1,62,920.0,71,70,1050,0,0,0,0,0,0,"[0-9]","[9-0]"
1629,1,3,3,0,1,1,0,0,0,0,0,295,21445,200,22234,7,3,72,1070.0,83,82,1230,0,1,0,0,0,0,"[0-6-7]","[7-0]"
1629,1,4,2,0,0,0,0,0,0,0,0,295,21445,184,23343,62,1,89,1325.0,93,92,1380,0,0,0,0,0,0,"[0-62]","[62-0]"
1629,2,1,3,0,0,0,1,0,1,0,0,295,21445,154,21811,411,2,20,290.0,21,22,318,0,0,0,1,0,0,"[0-411]","[411-5-0]"
1629,2,2,4,0,0,0,0,1,0,1,0,295,21445,154,21811,411,3,52,770.0,55,55,811,0,1,0,1,0,0,"[0-5-411]","[411-8-0]"
1629,2,3,3,0,1,2,0,0,0,0,0,295,21445,200,22234,7,4,72,1070.0,83,82,1230,0,1,0,0,0,0,"[0-6-7]","[7-0]"
1629,3,1,3,0,0,0,1,1,2,2,0,295,21445,154,21811,3,4,20,290.0,54,55,811,0,0,0,1,0,0,"[0-3]","[3-8-0]"
1630,1,1,4,0,0,0,1,0,1,0,0,295,21677,296,21858,411,3,19,281.0,20,22,324,0,0,0,2,0,0,"[0-411]","[411-9-8-0]"
1630,1,2,2,0,0,0,0,1,0,1,0,295,21677,296,21858,411,3,54,806.0,55,55,813,0,0,0,0,0,0,"[0-411]","[411-0]"
1630,1,3,2,0,1,1,0,0,0,0,0,295,21677,165,23041,9,3,60,896.0,75,75,1115,0,0,0,0,0,0,"[0-9]","[9-0]"
1630,2,1,3,0,0,0,0,0,0,0,0,295,21677,154,21811,3,2,18,266.0,48,51,754,0,0,0,1,0,0,"[0-3]","[3-42-0]"
1630,3,1,2,0,0,0,1,1,2,2,0,295,21677,296,21858,3,4,19,281.0,54,55,813,0,0,0,0,0,0,"[0-3]","[3-0]"
1630,3,2,2,0,1,2,0,0,0,0,0,295,21677,165,23041,9,4,60,896.0,75,75,1115,0,0,0,0,0,0,"[0-9]","[9-0]"
1631,1,1,3,0,1,1,0,0,0,0,0,295,21677,137,22847,5,2,46,686.0,56,56,830,0,0,0,1,0,0,"[0-5]","[5-5-0]"
1631,2,1,7,0,2,1,0,0,0,0,0,295,21677,18,22250,5,2,33,491.0,41,41,605,0,1,0,4,0,0,"[0-5-5]","[5-5-5-5-5-0]"
1631,2,2,3,0,1,2,0,0,0,0,0,295,21677,137,22847,5,4,46,686.0,56,56,830,0,0,0,1,0,0,"[0-5]","[5-5-0]"
1631,3,1,2,0,0,0,0,0,0,0,0,295,21677,200,22261,71,1,23,341.0,31,31,455,0,0,0,0,0,0,"[0-71]","[71-0]"
1631,3,2,7,0,2,2,0,0,0,0,0,295,21677,18,22250,5,4,33,491.0,41,41,605,0,1,0,4,0,0,"[0-5-5]","[5-5-5-5-5-0]"
1631,3,3,3,0,0,0,0,0,0,0,0,295,21677,18,22250,72,1,59,881.0,73,73,1085,0,0,0,1,0,0,"[0-72]","[72-73-0]"
1632,1,1,2,0,0,0,0,0,0,0,0,295,21681,7,23764,1,4,18,258.0,50,51,760,0,0,0,0,0,0,"[0-1]","[1-0]"
1632,2,1,3,0,0,0,1,0,1,0,0,295,21681,296,21858,411,2,23,333.0,24,24,355,0,0,0,1,0,0,"[0-411]","[411-5-0]"
1632,2,2,2,0,0,0,0,1,0,1,0,295,21681,296,21858,411,2,53,783.0,54,53,791,0,0,0,0,0,0,"[0-411]","[411-0]"
1632,3,1,2,0,0,0,1,1,2,2,0,295,21681,296,21858,3,4,23,333.0,53,53,791,0,0,0,0,0,0,"[0-3]","[3-0]"
1633,1,1,3,0,0,0,0,0,0,0,0,295,21799,117,22133,1,1,10,140.0,36,38,562,0,0,0,1,0,0,"[0-1]","[1-62-0]"
1633,1,2,3,0,0,0,0,0,0,0,0,295,21799,195,22321,73,1,61,905.0,72,71,1065,0,0,0,1,0,0,"[0-73]","[73-9-0]"
1636,1,1,5,0,0,0,0,0,0,0,0,296,21901,154,21717,15,1,21,314.0,67,68,1019,0,2,0,1,0,0,"[0-72-15-15]","[15-15-0]"
1636,2,1,5,1,0,0,1,0,1,0,0,296,21901,378,25628,1,3,17,254.0,56,59,878,0,2,2,1,0,0,"[0-412-412-1]","[1-8-0]"
1636,3,1,2,0,0,0,1,0,2,0,0,296,21901,154,21811,3,4,17,254.0,24,25,370,0,0,0,0,0,0,"[0-3]","[3-0]"
1636,4,1,2,0,0,0,0,0,0,0,0,296,21901,296,21858,3,14,19,284.0,47,47,705,0,0,0,0,0,0,"[0-3]","[3-0]"
1636,5,1,3,0,0,0,1,0,2,0,0,296,21901,154,21811,3,4,17,254.0,47,48,715,0,1,1,0,0,0,"[0-412-3]","[3-0]"
1637,1,1,4,1,0,0,1,1,1,1,0,296,21933,150,22217,1,3,20,294.0,55,56,829,0,1,1,1,1,0,"[0-412-1]","[1-412-0]"
1637,4,1,2,0,0,0,0,0,0,0,0,296,21933,154,21811,3,17,24,354.0,53,54,799,0,0,0,0,0,0,"[0-3]","[3-0]"
1637,4,2,2,0,0,0,0,0,0,0,0,296,21933,295,21677,9,14,64,954.0,72,72,1068,0,0,0,0,0,0,"[0-9]","[9-0]"
1637,5,1,2,0,0,0,0,0,0,0,0,296,21933,296,21858,3,14,22,324.0,50,50,744,0,0,0,0,0,0,"[0-3]","[3-0]"
1637,5,2,2,0,0,0,0,0,0,0,0,296,21933,194,22474,73,4,56,834.0,62,62,918,0,0,0,0,0,0,"[0-73]","[73-0]"
1637,6,1,2,0,0,0,1,1,2,2,0,296,21933,155,21813,3,4,20,294.0,55,56,829,0,0,0,0,0,0,"[0-3]","[3-0]"
1638,1,1,2,0,0,0,0,0,0,0,0,298,22071,250,20262,1,1,14,201.0,41,43,635,0,0,0,0,0,0,"[0-1]","[1-0]"
1638,2,1,2,0,0,0,0,0,0,0,0,298,22071,196,21863,1,1,25,366.0,45,46,685,0,0,0,0,0,0,"[0-1]","[1-0]"
1638,2,2,2,0,0,0,0,0,0,0,0,298,22071,196,21863,1,1,54,801.0,66,67,1000,0,0,0,0,0,0,"[0-1]","[1-0]"
1639,1,1,2,0,0,0,0,0,0,0,0,298,22077,58,24878,1,1,18,262.0,59,61,903,0,0,0,0,0,0,"[0-1]","[1-0]"
1639,2,1,4,1,0,0,0,0,0,0,0,298,22077,59,24677,1,1,13,187.0,48,50,744,0,1,0,1,0,0,"[0-9-1]","[1-8-0]"
1639,3,1,4,0,0,0,0,0,0,0,0,298,22077,154,21811,3,3,19,277.0,49,51,763,0,0,0,2,0,0,"[0-3]","[3-73-8-0]"
1639,4,1,2,0,0,0,0,0,0,0,0,298,22077,154,21811,3,17,18,262.0,47,48,709,0,0,0,0,0,0,"[0-3]","[3-0]"
1640,1,1,6,0,0,0,1,0,1,0,0,298,22077,154,21811,411,2,19,281.0,21,24,348,0,0,0,4,0,0,"[0-411]","[411-42-9-42-42-0]"
1640,1,2,3,0,0,0,0,1,0,1,0,298,22077,154,21811,411,2,47,701.0,51,50,749,0,0,0,1,0,0,"[0-411]","[411-8-0]"
1640,2,1,4,1,0,0,2,0,1,0,0,298,22077,29,23126,1,2,17,251.0,55,56,840,0,2,1,0,0,0,"[0-412-9-1]","[1-0]"
1640,2,2,2,0,0,0,0,0,0,0,0,298,22077,385,23268,42,2,57,851.0,62,62,921,0,0,0,0,0,0,"[0-42]","[42-0]"
1640,3,1,3,0,0,0,0,0,0,0,0,298,22077,134,23283,62,4,51,761.0,58,58,861,0,0,0,1,0,0,"[0-62]","[62-9-0]"
1640,4,1,3,0,0,0,1,1,2,2,0,298,22077,154,21811,3,4,19,281.0,49,50,749,0,0,0,1,0,0,"[0-3]","[3-8-0]"
1640,4,2,2,0,0,0,0,0,0,0,0,298,22077,134,23208,62,4,58,866.0,67,67,996,0,0,0,0,0,0,"[0-62]","[62-0]"
1640,5,1,2,0,0,0,2,0,2,0,0,298,22077,44,25142,3,4,17,251.0,48,50,738,0,0,0,0,0,0,"[0-3]","[3-0]"
1641,1,1,2,0,0,0,0,0,0,0,0,298,22493,16,23354,1,1,16,240.0,52,53,785,0,0,0,0,0,0,"[0-1]","[1-0]"
1641,2,1,4,0,0,0,0,0,0,0,0,298,22493,296,21842,1,1,17,255.0,54,54,800,0,2,0,0,0,0,"[0-15-15-1]","[1-0]"
1641,2,2,3,0,0,0,0,1,0,1,0,298,22493,296,21856,411,2,60,900.0,62,62,924,0,0,0,1,0,0,"[0-411]","[411-8-0]"
1641,2,3,2,0,0,0,0,0,0,0,0,298,22493,394,22044,9,1,68,1020.0,77,76,1134,0,0,0,0,0,0,"[0-9]","[9-0]"
1641,3,1,2,0,0,0,0,0,0,0,0,298,22493,135,23718,1,4,31,465.0,65,66,983,0,0,0,0,0,0,"[0-1]","[1-0]"
1641,3,2,2,0,0,0,0,0,0,0,0,298,22493,135,23718,1,4,78,1170.0,91,92,1373,0,0,0,0,0,0,"[0-1]","[1-0]"
1641,4,1,2,0,0,0,0,0,0,0,0,298,22493,154,21811,3,4,18,270.0,47,47,702,0,0,0,0,0,0,"[0-3]","[3-0]"
1641,5,1,2,0,0,0,0,0,0,0,0,298,22493,154,21811,3,17,19,285.0,49,49,732,0,0,0,0,0,0,"[0-3]","[3-0]"
1641,6,1,3,0,0,0,0,1,0,2,0,298,22493,296,21856,3,4,23,345.0,61,62,924,0,0,0,1,0,0,"[0-3]","[2-8-0]"
1642,1,1,3,0,0,0,1,0,1,0,0,298,22493,278,20763,1,2,21,308.0,49,51,755,0,1,1,0,0,0,"[0-412-1]","[1-0]"
1642,1,2,2,0,0,0,0,1,0,1,0,298,22493,155,21813,411,2,52,773.0,55,54,806,0,0,0,0,0,0,"[0-411]","[411-0]"
1642,2,1,2,0,0,0,0,0,0,0,0,298,22493,59,24621,1,1,43,638.0,85,87,1297,0,0,0,0,0,0,"[0-1]","[1-0]"
1642,3,1,2,0,0,0,0,0,0,0,0,298,22493,296,21858,3,4,19,278.0,52,52,779,0,0,0,0,0,0,"[0-3]","[3-0]"
1642,4,1,2,0,0,0,1,0,2,0,0,298,22493,195,22321,3,4,21,308.0,50,51,764,0,0,0,0,0,0,"[0-3]","[3-0]"
1642,5,1,2,0,0,0,0,1,0,2,0,298,22493,155,21813,3,4,24,353.0,53,54,806,0,0,0,0,0,0,"[0-3]","[3-0]"
1643,1,1,3,0,0,0,0,0,0,0,0,299,22705,59,24677,62,1,29,423.0,38,37,552,0,0,0,1,0,0,"[0-62]","[62-61-0]"
1645,1,1,2,0,0,0,0,0,0,0,0,300,23602,67,25061,71,2,17,255.0,31,30,444,0,0,0,0,0,0,"[0-71]","[71-0]"
1645,1,2,2,0,0,0,0,0,0,0,0,300,23602,101,22333,1,1,43,645.0,54,55,817,0,0,0,0,0,0,"[0-1]","[1-0]"
1645,1,3,2,0,0,0,0,0,0,0,0,300,23602,52,25439,9,1,59,885.0,75,74,1104,0,0,0,0,0,0,"[0-9]","[9-0]"
1645,2,1,2,0,0,0,0,0,0,0,0,300,23602,200,22316,9,3,4,60.0,10,9,129,0,0,0,0,0,0,"[0-9]","[9-0]"
1645,2,2,3,1,0,0,0,0,0,0,0,300,23602,39,24568,1,1,19,285.0,57,59,871,0,0,0,1,0,0,"[0-1]","[1-9-0]"
1645,3,1,3,0,0,0,0,0,0,0,0,300,23602,154,21811,3,1,16,240.0,50,52,766,0,0,0,1,0,0,"[0-3]","[3-8-0]"
1645,3,2,2,0,0,0,0,0,0,0,0,300,23602,207,22179,5,1,65,975.0,69,68,1014,0,0,0,0,0,0,"[0-5]","[5-0]"
1646,1,1,3,0,0,0,0,0,0,0,0,301,23603,145,22113,1,2,13,188.0,57,58,868,0,1,0,0,0,0,"[0-71-1]","[1-0]"
1646,1,2,3,0,0,0,0,0,0,0,0,301,23603,101,22333,9,2,61,908.0,85,85,1263,0,0,0,1,0,0,"[0-9]","[9-73-0]"
1646,1,3,2,0,0,0,0,0,0,0,0,301,23603,29,23126,9,1,86,1283.0,90,90,1338,0,0,0,0,0,0,"[0-9]","[9-0]"
1646,2,1,3,0,0,0,0,0,0,0,0,301,23603,261,20223,1,1,10,143.0,46,48,716,0,1,0,0,0,0,"[0-62-1]","[1-0]"
