hhid,pumsSerialNo,homeTaz,homeMaz,hhsize,numFtWorkers,numPtWorkers,numUnivStuds,numNonWorkers,nunmRetired,numDrivAgeStuds,numPreDrivStuds,numPreshcool,hhIncomeDollars,dwellingType
1105,2.010000523264E12,161,21462,2,0,0,0,0,2,0,0,0,22400,-999
1106,2.007000154112E12,161,21513,1,1,0,0,0,0,0,0,0,9600,-999
1107,2.007000547328E12,161,21513,2,0,0,0,0,2,0,0,0,35800,-999
1108,2.007000809472E12,161,21513,1,1,0,0,0,0,0,0,0,22000,-999
1109,2.007000809472E12,161,21513,1,1,0,0,0,0,0,0,0,29000,-999
1110,2.0080001024E12,161,21513,1,1,0,0,0,0,0,0,0,51000,-999
1111,2.00800075776E12,161,21513,1,1,0,0,0,0,0,0,0,58000,-999
1112,2.008000888832E12,161,21513,1,1,0,0,0,0,0,0,0,42000,-999
1113,2.009001099264E12,161,21513,2,0,0,0,2,0,0,0,0,184000,-999
1114,2.01100034048E12,161,21513,1,1,0,0,0,0,0,0,0,8600,-999
1115,2.011001389056E12,161,21513,1,0,1,0,0,0,0,0,0,14200,-999
1116,2.007000154112E12,161,21519,3,2,0,0,0,0,0,0,1,51000,-999
1117,2.00900018176E12,161,21519,3,2,0,0,0,0,1,0,0,153520,-999
1118,2.009000968192E12,161,21519,3,2,0,0,0,0,0,1,0,75000,-999
1119,2.010000523264E12,161,21519,2,0,0,0,0,2,0,0,0,40700,-999
1120,2.00800075776E12,161,21530,5,2,0,0,0,0,3,0,0,104400,-999
1121,2.009000574976E12,161,21530,2,0,0,0,0,2,0,0,0,46400,-999
1122,2.008001150976E12,162,21468,1,0,0,0,0,1,0,0,0,12500,-999
1123,2.007000809472E12,162,21469,4,1,0,1,0,1,0,0,1,41600,-999
1124,2.010001309696E12,162,21469,2,2,0,0,0,0,0,0,0,33000,-999
1125,2.01000091648E12,162,21593,2,2,0,0,0,0,0,0,0,152000,-999
1126,2.011000209408E12,162,21593,2,2,0,0,0,0,0,0,0,65000,-999
1127,2.011000733696E12,162,21639,5,1,0,0,3,0,0,0,1,38900,-999
1128,2.007000285184E12,163,23403,1,0,0,0,0,1,0,0,0,16800,-999
1129,2.007000285184E12,163,23403,2,0,0,0,0,2,0,0,0,27800,-999
1130,2.007000416256E12,163,23403,2,1,0,0,1,0,0,0,0,55000,-999
1131,2.007000547328E12,163,23403,2,0,0,0,0,2,0,0,0,31600,-999
1132,2.007001202688E12,163,23403,2,0,1,0,1,0,0,0,0,12300,-999
1133,2.008000888832E12,163,23403,2,0,0,0,0,2,0,0,0,29800,-999
1134,2.008000888832E12,163,23403,2,1,0,0,1,0,0,0,0,43000,-999
1135,2.008001019904E12,163,23403,2,1,0,0,0,1,0,0,0,17800,-999
1136,2.01000026112E12,163,23403,2,0,1,0,0,1,0,0,0,45100,-999
1137,2.010001047552E12,163,23403,2,0,0,0,0,2,0,0,0,46800,-999
1138,2.010001047552E12,163,23403,2,1,0,0,1,0,0,0,0,29400,-999
1139,2.00700133376E12,164,23042,1,0,1,0,0,0,0,0,0,31000,-999
1140,2.008000626688E12,164,23042,3,1,1,0,0,0,0,1,0,95600,-999
1141,2.009000443904E12,164,23042,1,1,0,0,0,0,0,0,0,29970,-999
1142,2.009000706048E12,164,23042,2,0,0,0,0,2,0,0,0,30100,-999
1143,2.00900083712E12,164,23042,1,1,0,0,0,0,0,0,0,20000,-999
1144,2.00900083712E12,164,23042,2,0,0,0,0,2,0,0,0,45500,-999
1145,2.00900083712E12,164,23042,2,0,0,0,0,2,0,0,0,28390,-999
1146,2.009001099264E12,164,23042,4,0,0,0,2,0,0,1,1,17300,-999
1147,2.01000026112E12,164,23042,2,0,0,0,0,2,0,0,0,34000,-999
1148,2.007000154112E12,164,23045,4,0,0,0,2,0,0,2,0,14000,-999
1149,2.007000547328E12,164,23045,1,1,0,0,0,0,0,0,0,29100,-999
1150,2.009000574976E12,164,23045,6,3,0,0,0,0,1,1,1,102700,-999
1151,2.008000888832E12,165,23026,2,2,0,0,0,0,0,0,0,29000,-999
1152,2.008001019904E12,165,23026,4,1,0,0,1,0,0,2,0,22600,-999
1153,2.009000706048E12,165,23026,4,1,0,0,1,0,0,1,1,44800,-999
1154,2.011000733696E12,165,23026,2,1,1,0,0,0,0,0,0,58000,-999
1155,2.011000864768E12,165,23026,2,2,0,0,0,0,0,0,0,25000,-999
1156,2.01100099584E12,165,23026,2,2,0,0,0,0,0,0,0,77000,-999
1157,2.0070006784E12,165,23032,1,0,0,0,0,1,0,0,0,21800,-999
1158,2.007001202688E12,165,23032,5,0,0,0,2,0,0,1,2,22800,-999
1159,2.008000888832E12,165,23032,5,0,0,0,2,0,0,0,3,11000,-999
1160,2.010000654336E12,165,23034,2,2,0,0,0,0,0,0,0,54000,-999
1161,2.007000416256E12,165,23038,1,0,0,0,1,0,0,0,0,29800,-999
1162,2.009000706048E12,165,23038,2,2,0,0,0,0,0,0,0,66200,-999
1163,2.009000706048E12,165,23038,2,1,1,0,0,0,0,0,0,22400,-999
1164,2.009000706048E12,165,23038,2,2,0,0,0,0,0,0,0,79900,-999
1165,2.010000785408E12,165,23038,1,0,0,0,0,1,0,0,0,19200,-999
1166,2.011001257984E12,165,23038,1,0,0,0,0,1,0,0,0,19400,-999
1167,2.008000495616E12,165,23039,5,0,0,1,1,0,0,3,0,7000,-999
1168,2.009000574976E12,165,23039,5,0,0,0,2,0,1,1,1,55200,-999
1169,2.010000392192E12,165,23039,1,0,0,0,0,1,0,0,0,13100,-999
1170,2.010000392192E12,165,23039,1,0,0,0,0,1,0,0,0,11500,-999
1171,2.007000809472E12,165,23041,2,2,0,0,0,0,0,0,0,88000,-999
1172,2.0080001024E12,165,23041,4,1,0,0,2,1,0,0,0,35720,-999
1173,2.008000364544E12,165,23041,2,2,0,0,0,0,0,0,0,31000,-999
1174,2.008000364544E12,165,23041,2,2,0,0,0,0,0,0,0,70000,-999
1175,2.008000495616E12,165,23041,2,2,0,0,0,0,0,0,0,75000,-999
1176,2.008000626688E12,165,23041,1,0,0,0,0,1,0,0,0,140000,-999
1177,2.01000026112E12,165,23041,4,1,0,0,1,0,1,1,0,70000,-999
1178,2.010000654336E12,165,23041,4,0,0,1,1,0,0,1,1,11000,-999
1179,2.01100034048E12,165,23041,2,2,0,0,0,0,0,0,0,36200,-999
1180,2.011000602624E12,165,23041,1,0,0,0,1,0,0,0,0,12000,-999
1181,2.01100099584E12,165,23041,2,1,1,0,0,0,0,0,0,47000,-999
1182,2.011001257984E12,165,23041,1,0,0,0,0,1,0,0,0,9000,-999
1183,2.011001257984E12,165,23041,1,0,0,0,0,1,0,0,0,12700,-999
1184,2.011001520128E12,165,23041,2,0,2,0,0,0,0,0,0,30600,-999
1185,2.011001520128E12,165,23041,1,0,0,0,1,0,0,0,0,6700,-999
1186,2.007000547328E12,165,23084,1,0,0,0,0,1,0,0,0,6900,-999
1187,2.007000809472E12,165,23084,4,1,0,0,1,0,0,1,1,23000,-999
1188,2.011000733696E12,165,23084,2,2,0,0,0,0,0,0,0,85200,-999
1189,2.010001047552E12,166,24821,2,0,0,0,0,2,0,0,0,39400,-999
1190,2.010001309696E12,167,24603,3,1,0,0,0,0,0,2,0,18700,-999
1191,2.010001047552E12,167,24667,1,0,0,0,0,1,0,0,0,12600,-999
1192,2.00700133376E12,168,24942,2,1,0,0,0,0,0,1,0,34900,-999
1193,2.007001071616E12,169,24709,1,0,0,0,0,1,0,0,0,15000,-999
1194,2.00900083712E12,169,24743,1,0,0,0,1,0,0,0,0,30600,-999
1195,2.00900018176E12,169,24756,5,0,2,0,1,1,0,1,0,38100,-999
1196,2.010000130048E12,169,24799,5,2,0,0,0,0,1,1,1,61000,-999
1197,2.007000547328E12,170,24661,2,1,0,0,1,0,0,0,0,44900,-999
1198,2.010000523264E12,170,24661,2,1,0,0,1,0,0,0,0,43230,-999
1199,2.00700002304E12,170,24670,1,0,0,0,0,1,0,0,0,1100,-999
1200,2.008000233472E12,170,24670,2,0,1,0,1,0,0,0,0,32800,-999
1201,2.008000626688E12,170,24670,2,0,1,0,0,1,0,0,0,40600,-999
1202,2.01000026112E12,170,24732,2,1,0,0,1,0,0,0,0,76200,-999
1203,2.008001150976E12,171,24559,2,0,0,0,0,2,0,0,0,40100,-999
1204,2.011000471552E12,171,24559,2,0,0,0,0,2,0,0,0,27900,-999
1205,2.011001520128E12,171,24561,4,0,0,1,1,0,1,1,0,16900,-999
1206,2.008000626688E12,172,25158,4,1,0,0,1,0,1,1,0,46700,-999
1207,2.00800075776E12,172,25166,5,1,1,0,1,0,2,0,0,56100,-999
1208,2.00800141312E12,172,25167,4,1,0,0,1,0,0,0,2,20000,-999
1209,2.009000050688E12,172,25167,4,1,0,0,1,0,1,1,0,45700,-999
1210,2.01000026112E12,172,25177,1,0,1,0,0,0,0,0,0,29700,-999
1211,2.009000706048E12,172,25181,4,1,0,0,1,0,0,1,1,44800,-999
1212,2.01100034048E12,172,25181,3,1,0,0,1,0,0,1,0,24400,-999
1213,2.01100034048E12,172,25181,1,1,0,0,0,0,0,0,0,8100,-999
1214,2.007001071616E12,172,25182,3,1,0,0,1,0,0,1,0,97000,-999
1215,2.008000495616E12,172,25182,3,1,0,0,0,2,0,0,0,77700,-999
1216,2.00800075776E12,172,25182,3,1,0,0,1,0,0,1,0,57000,-999
1217,2.011000864768E12,172,25182,3,1,0,0,1,0,0,1,0,56030,-999
1218,2.00700002304E12,172,25193,1,1,0,0,0,0,0,0,0,22900,-999
1219,2.007000285184E12,172,25193,1,0,1,0,0,0,0,0,0,20800,-999
1220,2.008001150976E12,172,25193,3,1,0,0,1,0,0,0,1,41180,-999
1221,2.011000602624E12,172,25193,1,1,0,0,0,0,0,0,0,16000,-999
1222,2.007001071616E12,172,25194,3,1,0,0,1,0,0,0,1,28700,-999
1223,2.009001230336E12,172,25207,1,1,0,0,0,0,0,0,0,44000,-999
1224,2.009001361408E12,172,25207,4,1,0,0,1,0,0,2,0,56000,-999
1225,2.011000078336E12,172,25207,1,0,1,0,0,0,0,0,0,2400,-999
1226,2.007000154112E12,173,24961,2,0,0,0,2,0,0,0,0,21000,-999
1227,2.007000154112E12,173,24961,2,0,0,0,0,2,0,0,0,38200,-999
1228,2.008000626688E12,173,24961,2,1,0,0,0,1,0,0,0,18230,-999
1229,2.008001019904E12,173,24961,2,1,0,0,0,1,0,0,0,17800,-999
1230,2.008001282048E12,173,24961,2,1,0,0,1,0,0,0,0,80000,-999
1231,2.009000312832E12,173,24961,2,0,0,0,1,1,0,0,0,34300,-999
1232,2.011000209408E12,173,24961,1,0,0,0,1,0,0,0,0,9900,-999
1233,2.011001126912E12,173,24969,2,1,1,0,0,0,0,0,0,50390,-999
1234,2.010000523264E12,173,24970,2,0,0,0,0,2,0,0,0,26200,-999
1235,2.010000523264E12,173,24970,2,0,0,0,0,2,0,0,0,40700,-999
1236,2.011000078336E12,173,24974,2,1,1,0,0,0,0,0,0,104090,-999
1237,2.011000602624E12,173,24974,2,0,0,0,2,0,0,0,0,45000,-999
1238,2.011000864768E12,173,24977,2,0,1,0,0,1,0,0,0,71600,-999
1239,2.009000443904E12,173,24990,2,1,0,0,1,0,0,0,0,50000,-999
1240,2.009000574976E12,173,24990,2,1,0,0,1,0,0,0,0,43000,-999
1241,2.009000050688E12,175,23286,2,2,0,0,0,0,0,0,0,73900,-999
1242,2.011001389056E12,175,23373,4,1,0,0,3,0,0,0,0,49700,-999
1243,2.010000654336E12,176,23219,4,1,1,0,0,0,0,2,0,62200,-999
1244,2.007000154112E12,177,23191,1,0,0,0,1,0,0,0,0,0,-999
1245,2.010000392192E12,178,23446,1,0,0,0,1,0,0,0,0,15600,-999
1246,2.007000154112E12,179,23439,1,0,0,0,1,0,0,0,0,0,-999
1247,2.011000733696E12,180,23586,1,0,0,0,0,1,0,0,0,14000,-999
1248,2.010000523264E12,181,23423,2,0,0,0,2,0,0,0,0,78000,-999
1249,2.00800141312E12,181,23424,4,1,0,0,1,0,0,1,1,30100,-999
1250,2.007000809472E12,181,23465,2,0,0,0,2,0,0,0,0,21000,-999
1251,2.008000495616E12,181,23465,2,0,0,0,2,0,0,0,0,61100,-999
1252,2.009000443904E12,181,23465,2,0,0,0,0,2,0,0,0,26300,-999
1253,2.010000654336E12,183,23162,2,1,0,0,0,0,1,0,0,27000,-999
1254,2.010000523264E12,183,23167,2,1,0,0,1,0,0,0,0,82000,-999
1255,2.010001047552E12,183,23167,2,1,0,0,0,1,0,0,0,45000,-999
1256,2.010000785408E12,183,23169,5,1,1,0,0,0,2,1,0,143100,-999
1257,2.009001361408E12,183,23201,2,0,1,0,1,0,0,0,0,83900,-999
1258,2.009001361408E12,183,23201,2,1,0,0,1,0,0,0,0,29800,-999
1259,2.008000495616E12,183,23202,2,0,1,0,0,1,0,0,0,28220,-999
1260,2.008001282048E12,183,23202,2,1,0,0,1,0,0,0,0,80000,-999
1261,2.01000026112E12,183,23204,6,1,1,0,0,0,0,3,1,43100,-999
1262,2.008000364544E12,183,23205,2,1,0,0,1,0,0,0,0,21800,-999
1263,2.009000443904E12,183,23205,5,2,0,0,0,0,0,2,1,105800,-999
1264,2.009000706048E12,183,23205,6,2,0,0,1,0,0,1,2,64200,-999
1265,2.011000471552E12,183,23205,2,1,0,0,1,0,0,0,0,41400,-999
1266,2.011000864768E12,183,23205,2,1,0,0,1,0,0,0,0,32000,-999
1267,2.011001389056E12,183,23205,2,1,0,0,0,1,0,0,0,46600,-999
1268,2.007000547328E12,183,23206,2,0,1,0,0,1,0,0,0,29800,-999
1269,2.011000602624E12,183,23232,2,1,0,0,1,0,0,0,0,49040,-999
1270,2.009000574976E12,183,23245,2,1,0,0,1,0,0,0,0,23280,-999
1271,2.009000574976E12,183,23245,2,1,0,0,0,0,1,0,0,780,-999
1272,2.011001257984E12,183,23245,2,1,0,0,1,0,0,0,0,36000,-999
1273,2.007000416256E12,183,23246,6,2,0,0,0,0,1,3,0,75000,-999
1274,2.010001178624E12,183,23246,2,1,0,0,1,0,0,0,0,80350,-999
1275,2.011000471552E12,186,23441,2,1,0,0,0,0,0,1,0,56400,-999
1276,2.007000285184E12,186,23464,5,1,0,1,0,0,0,0,3,18200,-999
1277,2.011000733696E12,187,23715,1,0,0,0,0,1,0,0,0,21000,-999
1278,2.01100099584E12,187,23715,1,0,0,0,0,1,0,0,0,15500,-999
1279,2.007999971328E12,188,22725,5,1,1,0,0,0,0,3,0,62000,-999
1280,2.010000392192E12,188,22784,3,2,0,0,0,0,1,0,0,66960,-999
1281,2.007000809472E12,188,22787,2,1,0,0,1,0,0,0,0,22300,-999
1282,2.010001440768E12,188,22834,2,1,0,0,1,0,0,0,0,51500,-999
1283,2.009000050688E12,189,23076,2,2,0,0,0,0,0,0,0,73900,-999
1284,2.010000392192E12,189,23076,2,1,0,0,0,0,1,0,0,62000,-999
1285,2.011000209408E12,189,23076,2,0,0,0,0,2,0,0,0,37700,-999
1286,2.01000091648E12,190,23072,3,0,0,0,3,0,0,0,0,69500,-999
1287,2.01000091648E12,190,23074,3,1,0,1,0,0,0,0,1,159500,-999
1288,2.009000312832E12,190,23105,3,0,0,1,1,0,0,1,0,26400,-999
1289,2.007000940544E12,191,22722,3,2,0,1,0,0,0,0,0,69870,-999
1290,2.011001126912E12,191,22723,3,0,0,0,1,2,0,0,0,49400,-999
1291,2.007001202688E12,191,22731,3,3,0,0,0,0,0,0,0,108000,-999
1292,2.0080001024E12,191,22781,3,2,0,0,0,0,0,0,1,92000,-999
1293,2.010000130048E12,191,22781,3,1,0,0,0,0,1,1,0,20200,-999
1294,2.010000523264E12,191,22781,3,0,2,0,0,0,0,0,1,36000,-999
1295,2.007000940544E12,191,22782,3,0,1,0,0,0,1,1,0,22000,-999
1296,2.00900083712E12,191,22782,3,2,0,0,0,0,0,1,0,47000,-999
1297,2.0070006784E12,192,21913,2,1,1,0,0,0,0,0,0,75000,-999
1298,2.009000050688E12,192,21913,3,1,0,0,0,0,0,2,0,32000,-999
1299,2.010000523264E12,192,21913,2,1,1,0,0,0,0,0,0,37000,-999
1300,2.009000050688E12,192,21986,3,2,0,0,0,0,0,1,0,60000,-999
1301,2.008000888832E12,192,22014,3,1,0,0,0,0,1,1,0,90300,-999
1302,2.008001019904E12,192,22019,3,1,0,0,1,1,0,0,0,136200,-999
1303,2.010001047552E12,193,22267,2,0,0,2,0,0,0,0,0,11600,-999
1304,2.011001389056E12,193,22497,2,1,1,0,0,0,0,0,0,77000,-999
1305,2.007000547328E12,194,22474,1,0,0,0,0,1,0,0,0,11000,-999
1306,2.008000888832E12,194,22474,2,1,0,0,1,0,0,0,0,43000,-999
1307,2.01000091648E12,194,22474,1,0,0,0,0,1,0,0,0,29000,-999
1308,2.011000471552E12,196,21863,3,1,0,0,0,0,0,0,2,3000,-999
1309,2.00700133376E12,197,21935,3,1,1,1,0,0,0,0,0,52200,-999
1310,2.01000091648E12,197,21935,3,1,1,0,1,0,0,0,0,144400,-999
1311,2.00900018176E12,197,22108,3,2,0,1,0,0,0,0,0,61000,-999
1312,2.009001230336E12,197,22108,1,0,0,0,0,1,0,0,0,30200,-999
1313,2.010000392192E12,197,22108,1,0,0,0,0,1,0,0,0,11500,-999
1314,2.008001019904E12,198,22549,3,2,0,0,0,0,1,0,0,71700,-999
1315,2.010000130048E12,198,22549,3,2,1,0,0,0,0,0,0,105200,-999
1316,2.009000574976E12,198,22573,2,0,0,1,1,0,0,0,0,8800,-999
1317,2.009000706048E12,198,22573,2,0,0,0,0,2,0,0,0,30100,-999
1318,2.009001099264E12,198,22573,2,0,0,0,1,1,0,0,0,26400,-999
1319,2.009001099264E12,198,22573,2,0,0,0,0,2,0,0,0,29600,-999
1320,2.01100099584E12,198,22573,2,0,0,0,1,1,0,0,0,8100,-999
1321,2.009000443904E12,198,22588,2,0,0,0,0,2,0,0,0,50000,-999
1322,2.009000443904E12,198,22588,2,0,0,0,0,2,0,0,0,32300,-999
1323,2.009000574976E12,198,22588,2,0,0,0,0,2,0,0,0,26500,-999
1324,2.010001178624E12,198,22588,2,0,0,0,0,2,0,0,0,35000,-999
1325,2.01100099584E12,198,22588,2,0,0,0,0,2,0,0,0,8040,-999
1326,2.011001126912E12,198,22588,2,0,0,0,0,2,0,0,0,30800,-999
1327,2.008000233472E12,198,22609,3,1,0,1,0,0,0,0,1,71000,-999
1328,2.008000495616E12,198,22609,3,2,0,0,1,0,0,0,0,89200,-999
1329,2.008001019904E12,198,22609,3,2,0,0,0,0,0,0,1,92000,-999
1330,2.009000312832E12,198,22609,3,0,1,1,0,0,0,0,1,32000,-999
1331,2.009000574976E12,198,22609,3,1,1,0,0,0,0,1,0,40300,-999
1332,2.009000706048E12,198,22609,3,1,1,0,0,0,0,1,0,61300,-999
1333,2.009001099264E12,198,22609,3,2,0,0,0,0,0,1,0,91500,-999
1334,2.009001099264E12,198,22609,3,2,0,0,0,0,1,0,0,31900,-999
1335,2.010000785408E12,198,22609,3,2,0,0,0,0,0,1,0,100000,-999
1336,2.010000785408E12,198,22609,3,2,0,0,1,0,0,0,0,31100,-999
1337,2.01000091648E12,198,22609,3,1,1,0,0,0,0,1,0,100090,-999
1338,2.011000602624E12,198,22609,3,2,0,0,0,0,0,1,0,243020,-999
1339,2.009001099264E12,198,22620,2,0,0,0,2,0,0,0,0,12000,-999
1340,2.010000785408E12,198,22620,3,3,0,0,0,0,0,0,0,57600,-999
1341,2.010000785408E12,198,22620,3,1,2,0,0,0,0,0,0,59700,-999
1342,2.01000091648E12,198,22620,2,0,0,0,0,2,0,0,0,28000,-999
1343,2.010000130048E12,198,22746,2,0,0,0,1,1,0,0,0,7900,-999
1344,2.00700133376E12,198,22763,3,1,1,1,0,0,0,0,0,52200,-999
1345,2.008000364544E12,198,22771,2,0,0,0,1,1,0,0,0,34100,-999
1346,2.010001309696E12,198,22771,3,2,1,0,0,0,0,0,0,96210,-999
1347,2.011000602624E12,198,22771,3,2,0,0,0,0,0,1,0,64700,-999
1348,2.011000733696E12,198,22771,2,0,0,0,2,0,0,0,0,74500,-999
1349,2.011000864768E12,198,22771,3,2,0,0,0,0,1,0,0,169000,-999
1350,2.01100099584E12,198,22771,3,2,0,0,0,0,0,0,1,82000,-999
1351,2.007000154112E12,198,22823,2,0,0,0,1,0,1,0,0,0,-999
1352,2.007000154112E12,198,22823,2,0,0,0,1,0,0,1,0,4600,-999
1353,2.007000154112E12,198,22823,2,0,0,0,2,0,0,0,0,21000,-999
1354,2.007000285184E12,198,22823,2,0,0,0,2,0,0,0,0,54000,-999
1355,2.007000809472E12,198,22823,2,0,0,0,0,2,0,0,0,16400,-999
1356,2.009001230336E12,198,22823,3,0,2,0,0,0,0,0,1,12300,-999
1357,2.009001230336E12,198,22823,3,2,0,0,0,0,0,1,0,38400,-999
1358,2.010001309696E12,198,22823,3,3,0,0,0,0,0,0,0,63000,-999
1359,2.009000312832E12,198,22899,2,0,0,0,0,2,0,0,0,13200,-999
1360,2.011001257984E12,198,22899,2,0,0,0,2,0,0,0,0,119200,-999
1361,2.009001230336E12,198,22900,2,0,0,0,0,2,0,0,0,29700,-999
1362,2.010000654336E12,198,22900,2,0,0,0,2,0,0,0,0,49600,-999
1363,2.010000654336E12,198,22900,2,0,0,0,0,2,0,0,0,43900,-999
1364,2.00700133376E12,198,22957,2,0,0,0,0,2,0,0,0,52700,-999
1365,2.010001047552E12,198,22957,3,1,1,0,0,0,0,1,0,39550,-999
1366,2.010001178624E12,198,22957,3,1,1,0,1,0,0,0,0,71300,-999
1367,2.010001309696E12,198,22957,3,2,0,0,0,0,0,0,1,88000,-999
1368,2.011001126912E12,198,22957,3,2,0,0,0,0,0,0,1,135000,-999
1369,2.007999971328E12,201,22114,3,1,0,0,1,0,0,1,0,80000,-999
1370,2.0080001024E12,201,22114,1,1,0,0,0,0,0,0,0,38000,-999
1371,2.010000130048E12,201,22114,1,1,0,0,0,0,0,0,0,68000,-999
1372,2.01000091648E12,201,22114,1,1,0,0,0,0,0,0,0,58400,-999
1373,2.011000471552E12,201,22114,2,0,0,0,0,2,0,0,0,27900,-999
1374,2.011001257984E12,201,22114,3,0,1,1,0,0,0,0,1,9930,-999
1375,2.007000154112E12,203,22028,1,0,0,0,0,1,0,0,0,21260,-999
1376,2.007000940544E12,203,22028,1,1,0,0,0,0,0,0,0,31000,-999
1377,2.007000940544E12,203,22028,1,0,0,0,1,0,0,0,0,720,-999
1378,2.008001019904E12,203,22028,1,0,0,0,0,1,0,0,0,14200,-999
1379,2.010000130048E12,203,22028,5,2,0,0,0,0,1,1,1,61000,-999
1380,2.00700133376E12,203,22034,1,0,0,0,0,1,0,0,0,48500,-999
1381,2.008000495616E12,203,22035,6,2,0,0,0,0,0,3,1,93000,-999
1382,2.0070006784E12,205,25073,2,1,0,0,1,0,0,0,0,24000,-999
1383,2.00700133376E12,205,25073,2,1,0,0,0,0,0,1,0,34900,-999
1384,2.0080001024E12,205,25073,2,0,1,0,0,1,0,0,0,36900,-999
1385,2.008000233472E12,205,25073,2,0,1,0,0,0,0,1,0,13000,-999
1386,2.009000574976E12,205,25073,5,1,0,0,1,0,0,3,0,36000,-999
1387,2.010001178624E12,205,25073,2,1,0,0,0,1,0,0,0,41030,-999
1388,2.011001126912E12,205,25073,2,0,1,0,0,1,0,0,0,73300,-999
1389,2.00800075776E12,205,25175,5,1,1,0,1,0,2,0,0,56100,-999
1390,2.010000654336E12,205,25176,2,2,0,0,0,0,0,0,0,54000,-999
1391,2.011000078336E12,205,25184,2,1,1,0,0,0,0,0,0,47070,-999
1392,2.007000285184E12,208,22473,1,1,0,0,0,0,0,0,0,10000,-999
1393,2.011001257984E12,208,22473,2,0,1,0,0,1,0,0,0,39800,-999
1394,2.00800075776E12,209,21384,2,0,0,0,0,2,0,0,0,22400,-999
1395,2.011000078336E12,209,21387,3,2,0,0,0,0,0,1,0,98000,-999
1396,2.009001099264E12,209,21414,6,2,2,0,0,0,2,0,0,85000,-999
1397,2.011001389056E12,210,21196,4,2,0,0,0,0,0,0,2,112000,-999
1398,2.007000809472E12,210,21197,2,0,2,0,0,0,0,0,0,66050,-999
1399,2.009000706048E12,210,21197,4,1,1,0,0,0,0,2,0,55600,-999
1400,2.009001099264E12,210,21260,2,0,0,0,0,2,0,0,0,81800,-999
1401,2.008000888832E12,210,21308,4,1,1,0,0,0,0,1,1,92800,-999
1402,2.010000130048E12,210,21308,2,0,0,0,0,2,0,0,0,25400,-999
1403,2.007000416256E12,210,21345,2,0,0,0,0,2,0,0,0,23600,-999
1404,2.007001071616E12,210,21345,2,1,0,0,1,0,0,0,0,31200,-999
1405,2.00800075776E12,210,21345,4,2,0,1,0,0,0,1,0,119700,-999
1406,2.009000050688E12,210,21345,2,1,0,0,1,0,0,0,0,83350,-999
1407,2.010000654336E12,210,21345,2,1,0,0,0,0,1,0,0,27000,-999
1408,2.011000078336E12,210,21345,2,1,0,0,1,0,0,0,0,73980,-999
1409,2.008000626688E12,211,21380,2,1,0,0,0,0,0,1,0,39000,-999
1410,2.011001257984E12,211,21382,1,0,0,0,0,1,0,0,0,2600,-999
1411,2.008001150976E12,212,21185,1,1,0,0,0,0,0,0,0,36000,-999
1412,2.011001257984E12,212,21185,1,0,1,0,0,0,0,0,0,25000,-999
1413,2.009000574976E12,212,21303,5,0,1,0,1,0,2,1,0,52100,-999
1414,2.007000416256E12,214,21063,2,2,0,0,0,0,0,0,0,44000,-999
1415,2.00700002304E12,214,21066,4,2,0,0,0,0,0,2,0,86000,-999
1416,2.011001257984E12,215,20988,3,2,0,0,0,1,0,0,0,83000,-999
1417,2.007000154112E12,216,20999,1,0,0,0,1,0,0,0,0,0,-999
1418,2.010000785408E12,216,20999,2,1,1,0,0,0,0,0,0,313000,-999
1419,2.007000154112E12,218,20146,4,2,0,2,0,0,0,0,0,120800,-999
1420,2.00700133376E12,219,20205,3,2,0,0,0,1,0,0,0,61000,-999
1421,2.008001019904E12,219,20205,3,1,0,0,0,1,0,1,0,136480,-999
1422,2.009001230336E12,219,20205,3,0,2,0,0,0,0,0,1,12300,-999
1423,2.01000091648E12,219,20205,3,0,0,0,3,0,0,0,0,69500,-999
1424,2.011000471552E12,219,20205,3,1,0,0,0,0,0,0,2,3000,-999
1425,2.011000864768E12,219,20205,3,1,0,0,1,0,0,0,1,13800,-999
1426,2.008000364544E12,219,20210,2,0,1,0,1,0,0,0,0,96500,-999
1427,2.01000026112E12,219,20210,2,1,0,0,0,0,0,1,0,50000,-999
1428,2.008001150976E12,219,20217,3,2,0,1,0,0,0,0,0,47000,-999
1429,2.010000523264E12,219,20217,6,0,0,0,2,0,0,3,1,7100,-999
1430,2.011000864768E12,219,20230,2,0,0,0,1,1,0,0,0,23400,-999
1431,2.008000626688E12,219,20236,2,0,1,0,0,1,0,0,0,28600,-999
1432,2.011000078336E12,219,20236,2,0,0,0,0,2,0,0,0,14200,-999
1433,2.008001019904E12,219,20255,2,2,0,0,0,0,0,0,0,50000,-999
1434,2.00700133376E12,219,20294,3,0,0,0,2,0,0,1,0,42000,-999
1435,2.009000574976E12,219,20296,2,1,0,1,0,0,0,0,0,51000,-999
1436,2.010001047552E12,219,20467,2,0,0,0,0,2,0,0,0,23800,-999
1437,2.00700133376E12,220,20448,2,1,0,0,0,0,0,1,0,34900,-999
1438,2.007000285184E12,221,20288,4,1,1,0,0,0,0,0,2,35000,-999
1439,2.01100099584E12,221,20288,2,2,0,0,0,0,0,0,0,77000,-999
1440,2.008000495616E12,221,20300,2,0,0,0,0,2,0,0,0,56250,-999
1441,2.007000547328E12,221,20325,2,2,0,0,0,0,0,0,0,64000,-999
1442,2.007000547328E12,221,20376,2,0,0,0,0,2,0,0,0,35800,-999
